Senate - 1996 Election																
First Preference Votes by Candidate																
By Vote Type by Division																


New South Wales																

Banks (78925)																

				Ordinary		Absent		Provisional		Pre Poll		Postal		Adj	Total	
		"SPERLING, Karla"	GRN	125	0.2	16	0.36	0	0	11	0.43	8	0.36	0	160	0.22
		"DENTON, Peter"	GRN	5	0.01	0	0	0	0	1	0.04	1	0.04	0	7	0.01
		"ELIX, Jane"	GRN	3	0	1	0.02	0	0	1	0.04	0	0	0	5	0.01
		"MATSON, Murray"	GRN	1	0	1	0.02	0	0	0	0	0	0	0	2	0
		Group Total	GRN	1054	1.71	142	3.19	6	2.96	74	2.91	28	1.25	0	1304	1.83
D		TICKET VOTES	NAN	67	0.11	10	0.22	0	0	1	0.04	0	0	0	78	0.11
		"NASH, Chris"	NAN	6	0.01	1	0.02	0	0	0	0	1	0.04	0	8	0.01
		"HALE, Sylvia"	NAN	2	0	1	0.02	0	0	0	0	0	0	0	3	0
		Group Total	NAN	75	0.12	12	0.27	0	0	1	0.04	1	0.04	0	89	0.13
E		TICKET VOTES	SEN	101	0.16	2	0.04	0	0	2	0.08	8	0.36	0	113	0.16
		"EVANS, Beryl"	SEN	8	0.01	0	0	0	0	0	0	0	0	0	8	0.01
		"WELSH, Lorraine"	SEN	0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	SEN	109	0.18	2	0.04	0	0	2	0.08	8	0.36	0	121	0.17
F		TICKET VOTES	AFI	549	0.89	24	0.54	1	0.49	33	1.3	19	0.85	0	626	0.88
		"PHILLIPS, John"	AFI	51	0.08	5	0.11	2	0.99	6	0.24	2	0.09	0	66	0.09
		"O'REGAN, Bevan"	AFI	6	0.01	1	0.02	0	0	0	0	0	0	0	7	0.01
		Group Total	AFI	606	0.98	30	0.67	3	1.48	39	1.53	21	0.94	0	699	0.98
G		TICKET VOTES	ALP	21216	34.37	1294	29.05	78	38.42	835	32.78	644	28.8	0	24067	33.82
	#	"WEST, Sue"	ALP	219	0.35	17	0.38	0	0	26	1.02	11	0.49	0	273	0.38
	#	"CHILDS, Bruce"	ALP	20	0.03	5	0.11	0	0	0	0	4	0.18	0	29	0.04
		"WHEELWRIGHT, Tom"	ALP	5	0.01	3	0.07	1	0.49	1	0.04	1	0.04	0	11	0.02
		"BARGHOUT, Rima"	ALP	10	0.02	0	0	0	0	1	0.04	3	0.13	0	14	0.02
		Group Total	ALP	21470	34.78	1319	29.61	79	38.92	863	33.88	663	29.65	0	24394	34.28
H		TICKET VOTES	DEM	3430	5.56	275	6.17	8	3.94	164	6.44	118	5.28	0	3995	5.61
	#	"BOURNE, Vicki"	DEM	355	0.58	38	0.85	0	0	21	0.82	13	0.58	0	427	0.6
		"CHESTERFIELD-EVANS, Arthur"	DEM	3	0	1	0.02	0	0	2	0.08	1	0.04	0	7	0.01
		"LARCOS, Andrew"	DEM	1	0	0	0	0	0	0	0	0	0	0	1	0
		"ANDERSON, Troy"	DEM	6	0.01	0	0	0	0	0	0	1	0.04	0	7	0.01
		Group Total	DEM	3795	6.15	314	7.05	8	3.94	187	7.34	133	5.95	0	4437	6.23
I		TICKET VOTES		51	0.08	2	0.04	1	0.49	1	0.04	0	0	0	55	0.08
		"SCHOLLBACH, Robert Frederick"		0	0	0	0	0	0	0	0	0	0	0	0	0
		"STIRLING, Amanda Jane"		1	0	0	0	0	0	0	0	1	0.04	0	2	0
		Group Total		52	0.08	2	0.04	1	0.49	1	0.04	1	0.04	0	57	0.08
J		TICKET VOTES	ASP	2141	3.47	154	3.46	10	4.93	56	2.2	41	1.83	0	2402	3.38
		"SIMS, Richard"	ASP	110	0.18	12	0.27	1	0.49	8	0.31	7	0.31	0	138	0.19
		"BOURKE, Robyn"	ASP	0	0	0	0	0	0	0	0	0	0	0	0	0
		"REDFERN, Daniel"	ASP	12	0.02	1	0.02	0	0	1	0.04	0	0	0	14	0.02
		"FRANICH, Rodney"	ASP	1	0	0	0	0	0	0	0	0	0	0	1	0
		Group Total	ASP	2264	3.67	167	3.75	11	5.42	65	2.55	48	2.15	0	2555	3.59
K		TICKET VOTES		10	0.02	0	0	0	0	0	0	0	0	0	10	0.01
		"GALATI, Tony"		2	0	0	0	0	0	0	0	0	0	0	2	0
		"GALATI, Sam"		0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		12	0.02	0	0	0	0	0	0	0	0	0	12	0.02
L		TICKET VOTES	AWP	314	0.51	25	0.56	2	0.99	20	0.79	10	0.45	0	371	0.52
		"DUNCAN, Darelle"	AWP	18	0.03	0	0	0	0	1	0.04	0	0	0	19	0.03
		"THEW, Sarah"	AWP	2	0	1	0.02	0	0	1	0.04	2	0.09	0	6	0.01
		Group Total	AWP	334	0.54	26	0.58	2	0.99	22	0.86	12	0.54	0	396	0.56
M		TICKET VOTES		8	0.01	1	0.02	0	0	0	0	1	0.04	0	10	0.01
		"BUTLER, Robert H"		0	0	0	0	0	0	0	0	0	0	0	0	0
		"COSGROVE, Lindsay D"		3	0	0	0	0	0	0	0	0	0	0	3	0
		Group Total		11	0.02	1	0.02	0	0	0	0	1	0.04	0	13	0.02
N		TICKET VOTES	RBR	15	0.02	3	0.07	0	0	3	0.12	0	0	0	21	0.03
		"BREEN, Peter"	ABR	4	0.01	0	0	0	0	0	0	1	0.04	0	5	0.01
		"McNALLY, Kerry"	RPA	1	0	0	0	0	0	0	0	0	0	0	1	0
		"HOUSEGO, Valerie"	ABR	0	0	0	0	0	0	0	0	0	0	0	0	0
		"BEKELE, Assefa"	ABR	0	0	0	0	0	0	0	0	0	0	0	0	0
		"FAHEY, Antoinette"	ABR	2	0	0	0	0	0	0	0	0	0	0	2	0
		Group Total	RBR	22	0.04	3	0.07	0	0	3	0.12	1	0.04	0	29	0.04
O		TICKET VOTES	GRY	61	0.1	5	0.11	1	0.49	1	0.04	4	0.18	0	72	0.1
		"VERHEYEN, John"	GRY	5	0.01	1	0.02	0	0	0	0	1	0.04	0	7	0.01
		"HETTERSCHEID, Theo"	GRY	0	0	0	0	0	0	0	0	0	0	0	0	0
		"SEGERSTROM, Bob"	GRY	0	0	0	0	0	0	0	0	0	0	0	0	0
		"PICKERING, Olga"	GRY	0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	GRY	66	0.11	6	0.13	1	0.49	1	0.04	5	0.22	0	79	0.11
P		TICKET VOTES	NLP	34	0.06	3	0.07	1	0.49	1	0.04	1	0.04	0	40	0.06
		"KNOLES, Catherine"	NLP	4	0.01	0	0	0	0	2	0.08	0	0	0	6	0.01
		"JUDD, Ines"	NLP	0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	NLP	38	0.06	3	0.07	1	0.49	3	0.12	1	0.04	0	46	0.06
Q		TICKET VOTES	ABF	322	0.52	34	0.76	3	1.48	9	0.35	16	0.72	0	384	0.54
		"FINDLAY-BARNES, Teresa"	ABF	7	0.01	2	0.04	0	0	0	0	0	0	0	9	0.01
		"TRIBE, David"	ABF	3	0	0	0	0	0	1	0.04	0	0	0	4	0.01
		Group Total	ABF	332	0.54	36	0.81	3	1.48	10	0.39	16	0.72	0	397	0.56
R		TICKET VOTES	CTA	1143	1.85	84	1.89	5	2.46	42	1.65	44	1.97	0	1318	1.85
		"WEBSTER, Alasdair"	CTA	163	0.26	17	0.38	0	0	6	0.24	6	0.27	0	192	0.27
		"WEBSTER, Elaine"	CTA	3	0	1	0.02	0	0	0	0	0	0	0	4	0.01
		"McLENNAN, Graham Clarke"	CTA	1	0	0	0	0	0	0	0	0	0	0	1	0
		"BIRD, Bill"	CTA	1	0	0	0	0	0	0	0	0	0	0	1	0
		"COLEMAN, Bruce"	CTA	4	0.01	1	0.02	0	0	0	0	0	0	0	5	0.01
		Group Total	CTA	1315	2.13	103	2.31	5	2.46	48	1.88	50	2.24	0	1521	2.14
UNGROUPED																
		"JONES, Morris"	IND	8	0.01	2	0.04	0	0	0	0	1	0.04	0	11	0.02
		"IVOR, F"	IND	1	0	0	0	0	0	0	0	0	0	0	1	0
		"BARBARA, John"	IND	0	0	0	0	0	0	0	0	0	0	0	0	0
		"HURLEY, Jade"	IND	72	0.12	2	0.04	0	0	0	0	2	0.09	0	76	0.11
		"PINNIGER, Gretel"	IND	3	0	0	0	0	0	1	0.04	0	0	0	4	0.01
		"UNDERWOOD, Dian"	IND	4	0.01	0	0	0	0	2	0.08	0	0	0	6	0.01
		"PATTERSON, Ray"	IND	7	0.01	2	0.04	0	0	0	0	0	0	0	9	0.01
		"PIGGIN, David"	IND	0	0	0	0	0	0	0	0	0	0	0	0	0
		"BRADLEY, Bill"	IND	2	0	0	0	0	0	0	0	0	0	0	2	0
		Ungrouped Total		97	0.16	6	0.13	0	0	3	0.12	3	0.13	0	109	0.15
			FORMAL	61728	96.09	4454	98.37	203	97.13	2547	97.85	2236	98.11	0	71168	96.36
			INFORMAL	2509	3.91	74	1.63	6	2.87	56	2.15	43	1.89	0	2688	3.64
			TOTAL	64237	86.98	4528	6.13	209	0.28	2603	3.52	2279	3.09	0	73856	97.21



Hunter (76509)																

				Ordinary		Absent		Provisional		Pre Poll		Postal		Adj	Total	
Candidates			Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%		Votes	%
A		TICKET VOTES	RARI	581	0.93	38	0.88	6	1.2	26	0.96	14	0.76	0	665	0.92
		"KITSON, David"	RARI	80	0.13	6	0.14	1	0.2	6	0.22	2	0.11	0	95	0.13
		"O'CALLAGHAN, Carolyn"	RARI	8	0.01	0	0	0	0	0	0	1	0.05	0	9	0.01
		Group Total	RARI	669	1.07	44	1.02	7	1.41	32	1.18	17	0.92	0	769	1.07
B		TICKET VOTES	LNP	19640	31.3	1547	35.88	131	26.31	931	34.34	696	37.62	0	22945	31.82
	#	"WOODS, Bob"	LP	301	0.48	19	0.44	2	0.4	8	0.3	28	1.51	0	358	0.5
	#	"BROWNHILL, David"	NP	47	0.07	9	0.21	0	0	1	0.04	8	0.43	0	65	0.09
	#	"COONAN, Helen"	LP	15	0.02	3	0.07	0	0	0	0	1	0.05	0	19	0.03
		"CONSTANTIN, Abraham"	LP	8	0.01	1	0.02	0	0	2	0.07	1	0.05	0	12	0.02
		Group Total	LNP	20011	31.9	1579	36.62	133	26.71	942	34.75	734	39.68	0	23399	32.45
C		TICKET VOTES	GRN	1331	2.12	141	3.27	22	4.42	70	2.58	27	1.46	0	1591	2.21
		"SPERLING, Karla"	GRN	104	0.17	14	0.32	1	0.2	6	0.22	5	0.27	0	130	0.18
		"DENTON, Peter"	GRN	1	0	0	0	0	0	0	0	0	0	0	1	0
		"ELIX, Jane"	GRN	4	0.01	0	0	0	0	0	0	0	0	0	4	0.01
		"MATSON, Murray"	GRN	3	0	0	0	0	0	1	0.04	0	0	0	4	0.01
		Group Total	GRN	1443	2.3	155	3.59	23	4.62	77	2.84	32	1.73	0	1730	2.4
D		TICKET VOTES	NAN	47	0.07	8	0.19	2	0.4	2	0.07	1	0.05	0	60	0.08
		"NASH, Chris"	NAN	2	0	1	0.02	0	0	0	0	0	0	0	3	0
		"HALE, Sylvia"	NAN	1	0	0	0	0	0	0	0	0	0	0	1	0
		Group Total	NAN	50	0.08	9	0.21	2	0.4	2	0.07	1	0.05	0	64	0.09
E		TICKET VOTES	SEN	134	0.21	10	0.23	0	0	5	0.18	10	0.54	0	159	0.22
		"EVANS, Beryl"	SEN	6	0.01	0	0	0	0	0	0	0	0	0	6	0.01
		"WELSH, Lorraine"	SEN	0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	SEN	140	0.22	10	0.23	0	0	5	0.18	10	0.54	0	165	0.23
F		TICKET VOTES	AFI	628	1	54	1.25	4	0.8	23	0.85	18	0.97	0	727	1.01
		"PHILLIPS, John"	AFI	60	0.1	6	0.14	0	0	5	0.18	4	0.22	0	75	0.1
		"O'REGAN, Bevan"	AFI	1	0	0	0	0	0	1	0.04	0	0	0	2	0
		Group Total	AFI	689	1.1	60	1.39	4	0.8	29	1.07	22	1.19	0	804	1.11
G		TICKET VOTES	ALP	28411	45.28	1684	39.05	205	41.16	1181	43.56	771	41.68	0	32252	44.73
	#	"WEST, Sue"	ALP	249	0.4	22	0.51	3	0.6	11	0.41	16	0.86	0	301	0.42
	#	"CHILDS, Bruce"	ALP	13	0.02	3	0.07	0	0	0	0	2	0.11	0	18	0.02
		"WHEELWRIGHT, Tom"	ALP	15	0.02	2	0.05	0	0	0	0	0	0	0	17	0.02
		"BARGHOUT, Rima"	ALP	9	0.01	1	0.02	0	0	0	0	2	0.11	0	12	0.02
		Group Total	ALP	28697	45.74	1712	39.7	208	41.77	1192	43.97	791	42.76	0	32600	45.21
H		TICKET VOTES	DEM	3715	5.92	316	7.33	23	4.62	164	6.05	109	5.89	0	4327	6
	#	"BOURNE, Vicki"	DEM	333	0.53	28	0.65	2	0.4	7	0.26	13	0.7	0	383	0.53
		"CHESTERFIELD-EVANS, Arthur"	DEM	4	0.01	0	0	0	0	0	0	1	0.05	0	5	0.01
		"LARCOS, Andrew"	DEM	0	0	0	0	0	0	0	0	0	0	0	0	0
		"ANDERSON, Troy"	DEM	7	0.01	0	0	0	0	0	0	0	0	0	7	0.01
		Group Total	DEM	4059	6.47	344	7.98	25	5.02	171	6.31	123	6.65	0	4722	6.55
I		TICKET VOTES		62	0.1	3	0.07	4	0.8	5	0.18	0	0	0	74	0.1
		"SCHOLLBACH, Robert Frederick"		0	0	0	0	0	0	0	0	0	0	0	0	0
		"STIRLING, Amanda Jane"		2	0	0	0	0	0	0	0	0	0	0	2	0
		Group Total		64	0.1	3	0.07	4	0.8	5	0.18	0	0	0	76	0.11
J		TICKET VOTES	ASP	4576	7.29	243	5.64	69	13.86	168	6.2	69	3.73	0	5125	7.11
		"SIMS, Richard"	ASP	117	0.19	9	0.21	1	0.2	6	0.22	6	0.32	0	139	0.19
		"BOURKE, Robyn"	ASP	8	0.01	1	0.02	0	0	0	0	0	0	0	9	0.01
		"REDFERN, Daniel"	ASP	2	0	0	0	0	0	0	0	0	0	0	2	0
		"FRANICH, Rodney"	ASP	1	0	0	0	0	0	0	0	0	0	0	1	0
		Group Total	ASP	4704	7.5	253	5.87	70	14.06	174	6.42	75	4.05	0	5276	7.32
K		TICKET VOTES		35	0.06	0	0	3	0.6	0	0	0	0	0	38	0.05
		"GALATI, Tony"		0	0	0	0	0	0	0	0	0	0	0	0	0
		"GALATI, Sam"		1	0	0	0	0	0	0	0	0	0	0	1	0
		Group Total		36	0.06	0	0	3	0.6	0	0	0	0	0	39	0.05
L		TICKET VOTES	AWP	397	0.63	21	0.49	4	0.8	11	0.41	4	0.22	0	437	0.61
		"DUNCAN, Darelle"	AWP	15	0.02	0	0	0	0	2	0.07	0	0	0	17	0.02
		"THEW, Sarah"	AWP	0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	AWP	412	0.66	21	0.49	4	0.8	13	0.48	4	0.22	0	454	0.63
M		TICKET VOTES		20	0.03	1	0.02	0	0	1	0.04	1	0.05	0	23	0.03
		"BUTLER, Robert H"		4	0.01	0	0	0	0	0	0	0	0	0	4	0.01
		"COSGROVE, Lindsay D"		0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		24	0.04	1	0.02	0	0	1	0.04	1	0.05	0	27	0.04
N		TICKET VOTES	RBR	30	0.05	2	0.05	0	0	3	0.11	2	0.11	0	37	0.05
		"BREEN, Peter"	ABR	4	0.01	2	0.05	0	0	0	0	0	0	0	6	0.01
		"McNALLY, Kerry"	RPA	1	0	0	0	0	0	0	0	0	0	0	1	0
		"HOUSEGO, Valerie"	ABR	0	0	0	0	0	0	0	0	0	0	0	0	0
		"BEKELE, Assefa"	ABR	1	0	0	0	0	0	0	0	0	0	0	1	0
		"FAHEY, Antoinette"	ABR	0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	RBR	36	0.06	4	0.09	0	0	3	0.11	2	0.11	0	45	0.06
O		TICKET VOTES	GRY	81	0.13	5	0.12	1	0.2	4	0.15	5	0.27	0	96	0.13
		"VERHEYEN, John"	GRY	2	0	1	0.02	0	0	0	0	1	0.05	0	4	0.01
		"HETTERSCHEID, Theo"	GRY	0	0	0	0	0	0	0	0	0	0	0	0	0
		"SEGERSTROM, Bob"	GRY	0	0	0	0	0	0	0	0	0	0	0	0	0
		"PICKERING, Olga"	GRY	1	0	0	0	0	0	0	0	0	0	0	1	0
		Group Total	GRY	84	0.13	6	0.14	1	0.2	4	0.15	6	0.32	0	101	0.14
P		TICKET VOTES	NLP	36	0.06	2	0.05	3	0.6	1	0.04	0	0	0	42	0.06
		"KNOLES, Catherine"	NLP	2	0	1	0.02	0	0	0	0	0	0	0	3	0
		"JUDD, Ines"	NLP	0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	NLP	38	0.06	3	0.07	3	0.6	1	0.04	0	0	0	45	0.06
Q		TICKET VOTES	ABF	400	0.64	34	0.79	6	1.2	18	0.66	13	0.7	0	471	0.65
		"FINDLAY-BARNES, Teresa"	ABF	12	0.02	1	0.02	2	0.4	0	0	1	0.05	0	16	0.02
		"TRIBE, David"	ABF	2	0	0	0	0	0	1	0.04	0	0	0	3	0
		Group Total	ABF	414	0.66	35	0.81	8	1.61	19	0.7	14	0.76	0	490	0.68
R		TICKET VOTES	CTA	921	1.47	54	1.25	1	0.2	35	1.29	11	0.59	0	1022	1.42
		"WEBSTER, Alasdair"	CTA	144	0.23	12	0.28	1	0.2	5	0.18	3	0.16	0	165	0.23
		"WEBSTER, Elaine"	CTA	5	0.01	0	0	0	0	0	0	0	0	0	5	0.01
		"McLENNAN, Graham Clarke"	CTA	0	0	1	0.02	0	0	0	0	0	0	0	1	0
		"BIRD, Bill"	CTA	1	0	0	0	0	0	0	0	0	0	0	1	0
		"COLEMAN, Bruce"	CTA	0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	CTA	1071	1.71	67	1.55	2	0.4	40	1.48	14	0.76	0	1194	1.66
UNGROUPED																
		"JONES, Morris"	IND	9	0.01	0	0	0	0	0	0	0	0	0	9	0.01
		"IVOR, F"	IND	5	0.01	0	0	0	0	0	0	0	0	0	5	0.01
		"BARBARA, John"	IND	0	0	0	0	0	0	0	0	0	0	0	0	0
		"HURLEY, Jade"	IND	68	0.11	5	0.12	0	0	0	0	1	0.05	0	74	0.1
		"PINNIGER, Gretel"	IND	2	0	0	0	0	0	1	0.04	0	0	0	3	0
		"UNDERWOOD, Dian"	IND	6	0.01	1	0.02	0	0	0	0	2	0.11	0	9	0.01
		"PATTERSON, Ray"	IND	6	0.01	0	0	1	0.2	0	0	0	0	0	7	0.01
		"PIGGIN, David"	IND	0	0	0	0	0	0	0	0	0	0	0	0	0
		"BRADLEY, Bill"	IND	3	0	0	0	0	0	0	0	1	0.05	0	4	0.01
		Ungrouped Total		99	0.16	6	0.14	1	0.2	1	0.04	4	0.22	0	111	0.15
			FORMAL	62740	96.67	4312	98.16	498	100	2711	100	1850	98.61	0	72111	96.95
			INFORMAL	2159	3.33	81	1.84	0	0	0	0	26	1.39	0	2266	3.05
			TOTAL	64899	87.26	4393	5.91	498	0.67	2711	3.64	1876	2.52	0	74377	97.21



Kingsford-Smith (79741)																

				Ordinary		Absent		Provisional		Pre Poll		Postal		Adj	Total	
Candidates			Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%		Votes	%
A		TICKET VOTES	RARI	688	1.09	42	1.21	9	1.41	34	1.14	25	1.33	0	798	1.11
		"KITSON, David"	RARI	101	0.16	3	0.09	4	0.63	5	0.17	3	0.16	0	116	0.16
		"O'CALLAGHAN, Carolyn"	RARI	6	0.01	0	0	0	0	0	0	0	0	0	6	0.01
		Group Total	RARI	795	1.26	45	1.3	13	2.04	39	1.3	28	1.49	0	920	1.28
B		TICKET VOTES	LNP	19771	31.31	1054	30.35	140	21.98	978	32.67	626	33.32	0	22569	31.29
	#	"WOODS, Bob"	LP	341	0.54	25	0.72	1	0.16	14	0.47	19	1.01	0	400	0.55
	#	"BROWNHILL, David"	NP	9	0.01	0	0	0	0	0	0	0	0	0	9	0.01
	#	"COONAN, Helen"	LP	20	0.03	4	0.12	0	0	0	0	0	0	0	24	0.03
		"CONSTANTIN, Abraham"	LP	17	0.03	0	0	0	0	0	0	1	0.05	0	18	0.02
		Group Total	LNP	20158	31.92	1083	31.18	141	22.14	992	33.13	646	34.38	0	23020	31.92
C		TICKET VOTES	GRN	1704	2.7	162	4.66	33	5.18	98	3.27	31	1.65	0	2028	2.81
		"SPERLING, Karla"	GRN	237	0.38	16	0.46	2	0.31	16	0.53	6	0.32	0	277	0.38
		"DENTON, Peter"	GRN	10	0.02	0	0	0	0	1	0.03	0	0	0	11	0.02
		"ELIX, Jane"	GRN	6	0.01	0	0	1	0.16	2	0.07	1	0.05	0	10	0.01
		"MATSON, Murray"	GRN	18	0.03	3	0.09	1	0.16	1	0.03	1	0.05	0	24	0.03
		Group Total	GRN	1975	3.13	181	5.21	37	5.81	118	3.94	39	2.08	0	2350	3.26
D		TICKET VOTES	NAN	186	0.29	12	0.35	1	0.16	9	0.3	5	0.27	0	213	0.3
		"NASH, Chris"	NAN	15	0.02	3	0.09	0	0	0	0	0	0	0	18	0.02
		"HALE, Sylvia"	NAN	1	0	0	0	0	0	0	0	0	0	0	1	0
		Group Total	NAN	202	0.32	15	0.43	1	0.16	9	0.3	5	0.27	0	232	0.32
E		TICKET VOTES	SEN	144	0.23	5	0.14	0	0	9	0.3	12	0.64	0	170	0.24
		"EVANS, Beryl"	SEN	18	0.03	0	0	0	0	1	0.03	2	0.11	0	21	0.03
		"WELSH, Lorraine"	SEN	0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	SEN	162	0.26	5	0.14	0	0	10	0.33	14	0.75	0	191	0.26
F		TICKET VOTES	AFI	694	1.1	46	1.32	6	0.94	39	1.3	27	1.44	0	812	1.13
		"PHILLIPS, John"	AFI	101	0.16	6	0.17	2	0.31	4	0.13	4	0.21	0	117	0.16
		"O'REGAN, Bevan"	AFI	5	0.01	1	0.03	0	0	0	0	0	0	0	6	0.01
		Group Total	AFI	800	1.27	53	1.53	8	1.26	43	1.44	31	1.65	0	935	1.3
G		TICKET VOTES	ALP	30525	48.34	1484	42.73	351	55.1	1361	45.46	868	46.19	0	34589	47.96
	#	"WEST, Sue"	ALP	406	0.64	30	0.86	7	1.1	27	0.9	20	1.06	0	490	0.68
	#	"CHILDS, Bruce"	ALP	29	0.05	2	0.06	1	0.16	3	0.1	2	0.11	0	37	0.05
		"WHEELWRIGHT, Tom"	ALP	36	0.06	0	0	0	0	1	0.03	1	0.05	0	38	0.05
		"BARGHOUT, Rima"	ALP	18	0.03	0	0	0	0	3	0.1	2	0.11	0	23	0.03
		Group Total	ALP	31014	49.12	1516	43.65	359	56.36	1395	46.59	893	47.53	0	35177	48.77
H		TICKET VOTES	DEM	5170	8.19	360	10.37	47	7.38	247	8.25	124	6.6	0	5948	8.25
	#	"BOURNE, Vicki"	DEM	559	0.89	38	1.09	3	0.47	31	1.04	15	0.8	0	646	0.9
		"CHESTERFIELD-EVANS, Arthur"	DEM	3	0	2	0.06	0	0	0	0	0	0	0	5	0.01
		"LARCOS, Andrew"	DEM	17	0.03	2	0.06	0	0	0	0	0	0	0	19	0.03
		"ANDERSON, Troy"	DEM	13	0.02	2	0.06	0	0	1	0.03	0	0	0	16	0.02
		Group Total	DEM	5762	9.13	404	11.63	50	7.85	279	9.32	139	7.4	0	6634	9.2
I		TICKET VOTES		70	0.11	2	0.06	0	0	5	0.17	0	0	0	77	0.11
		"SCHOLLBACH, Robert Frederick"		0	0	0	0	0	0	0	0	0	0	0	0	0
		"STIRLING, Amanda Jane"		0	0	1	0.03	0	0	0	0	0	0	0	1	0
		Group Total		70	0.11	3	0.09	0	0	5	0.17	0	0	0	78	0.11
J		TICKET VOTES	ASP	525	0.83	27	0.78	7	1.1	29	0.97	11	0.59	0	599	0.83
		"SIMS, Richard"	ASP	28	0.04	5	0.14	0	0	2	0.07	2	0.11	0	37	0.05
		"BOURKE, Robyn"	ASP	1	0	0	0	1	0.16	0	0	0	0	0	2	0
		"REDFERN, Daniel"	ASP	0	0	0	0	0	0	0	0	0	0	0	0	0
		"FRANICH, Rodney"	ASP	0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	ASP	554	0.88	32	0.92	8	1.26	31	1.04	13	0.69	0	638	0.88
K		TICKET VOTES		7	0.01	2	0.06	0	0	0	0	0	0	0	9	0.01
		"GALATI, Tony"		0	0	0	0	0	0	0	0	0	0	0	0	0
		"GALATI, Sam"		0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		7	0.01	2	0.06	0	0	0	0	0	0	0	9	0.01
L		TICKET VOTES	AWP	217	0.34	18	0.52	1	0.16	16	0.53	13	0.69	0	265	0.37
		"DUNCAN, Darelle"	AWP	27	0.04	3	0.09	0	0	2	0.07	0	0	0	32	0.04
		"THEW, Sarah"	AWP	5	0.01	0	0	0	0	0	0	2	0.11	0	7	0.01
		Group Total	AWP	249	0.39	21	0.6	1	0.16	18	0.6	15	0.8	0	304	0.42
M		TICKET VOTES		11	0.02	0	0	0	0	0	0	1	0.05	0	12	0.02
		"BUTLER, Robert H"		1	0	0	0	0	0	0	0	0	0	0	1	0
		"COSGROVE, Lindsay D"		2	0	0	0	0	0	0	0	0	0	0	2	0
		Group Total		14	0.02	0	0	0	0	0	0	1	0.05	0	15	0.02
N		TICKET VOTES	RBR	34	0.05	3	0.09	0	0	2	0.07	2	0.11	0	41	0.06
		"BREEN, Peter"	ABR	8	0.01	1	0.03	1	0.16	0	0	0	0	0	10	0.01
		"McNALLY, Kerry"	RPA	1	0	0	0	0	0	0	0	1	0.05	0	2	0
		"HOUSEGO, Valerie"	ABR	0	0	0	0	0	0	0	0	0	0	0	0	0
		"BEKELE, Assefa"	ABR	0	0	0	0	0	0	0	0	0	0	0	0	0
		"FAHEY, Antoinette"	ABR	1	0	0	0	0	0	0	0	0	0	0	1	0
		Group Total	RBR	44	0.07	4	0.12	1	0.16	2	0.07	3	0.16	0	54	0.07
O		TICKET VOTES	GRY	80	0.13	2	0.06	1	0.16	4	0.13	11	0.59	0	98	0.14
		"VERHEYEN, John"	GRY	9	0.01	0	0	0	0	1	0.03	1	0.05	0	11	0.02
		"HETTERSCHEID, Theo"	GRY	0	0	0	0	0	0	0	0	0	0	0	0	0
		"SEGERSTROM, Bob"	GRY	0	0	0	0	0	0	0	0	0	0	0	0	0
		"PICKERING, Olga"	GRY	0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	GRY	89	0.14	2	0.06	1	0.16	5	0.17	12	0.64	0	109	0.15
P		TICKET VOTES	NLP	46	0.07	9	0.26	1	0.16	2	0.07	0	0	0	58	0.08
		"KNOLES, Catherine"	NLP	10	0.02	2	0.06	0	0	0	0	1	0.05	0	13	0.02
		"JUDD, Ines"	NLP	0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	NLP	56	0.09	11	0.32	1	0.16	2	0.07	1	0.05	0	71	0.1
Q		TICKET VOTES	ABF	222	0.35	24	0.69	9	1.41	19	0.63	8	0.43	0	282	0.39
		"FINDLAY-BARNES, Teresa"	ABF	11	0.02	0	0	0	0	0	0	0	0	0	11	0.02
		"TRIBE, David"	ABF	0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	ABF	233	0.37	24	0.69	9	1.41	19	0.63	8	0.43	0	293	0.41
R		TICKET VOTES	CTA	748	1.18	56	1.61	4	0.63	26	0.87	20	1.06	0	854	1.18
		"WEBSTER, Alasdair"	CTA	110	0.17	6	0.17	1	0.16	1	0.03	4	0.21	0	122	0.17
		"WEBSTER, Elaine"	CTA	0	0	0	0	0	0	0	0	0	0	0	0	0
		"McLENNAN, Graham Clarke"	CTA	0	0	0	0	0	0	0	0	0	0	0	0	0
