Senate -1998 Election															
First Preference Votes by Candidate															
By Vote Type by Division															


New South Wales															

Banks (80108)															

				Ordinary		Absent		Provisional		Pre Poll		Postal		Total	
V		TICKET VOTES		180	0.29	18	0.35	3	0.4	27	0.56	8	0.21	236	0.31
		"LI, Jason Yat-Sen"	UNI	12	0.02	3	0.06	0	0	2	0.04	1	0.03	18	0.02
		"STOCKREITER, Sonja"	UNI	0	0	0	0	0	0	0	0	0	0	0	0
		"McGUID, Sam"	UNI	0	0	0	0	0	0	0	0	0	0	0	0
		"GINGES, Kieran Daniel"	UNI	0	0	0	0	0	0	0	0	0	0	0	0
		"HASSAPIS, Nicholas Victor"	UNI	1	0	0	0	0	0	0	0	0	0	1	0
		Group Total		193	0.31	21	0.41	3	0.4	29	0.6	9	0.24	255	0.33
UNGROUPED															
		"YAGLIPINAR, Mehmet"	IND	3	0	0	0	0	0	0	0	0	0	3	0
		"SARKS, Paul Anthony"	IND	0	0	0	0	0	0	0	0	0	0	0	0
		"VAUGHAN, Adrian"	IND	3	0	0	0	0	0	0	0	0	0	3	0
		"PANTSDOWN, Pauline"	IND	19	0.03	4	0.08	0	0	5	0.1	2	0.05	30	0.04
		"KUMAR, Tom"	IND	1	0	0	0	0	0	0	0	0	0	1	0
		"ROSS, Richard"	IND	3	0	0	0	0	0	0	0	0	0	3	0
		"JOSEPH, Stani R"	IND	0	0	0	0	0	0	0	0	0	0	0	0
		"PARSLOW, Party"	IND	0	0	2	0.04	0	0	0	0	0	0	2	0
		"POULSEN, Ron"		1	0	0	0	0	0	0	0	0	0	1	0
		Ungrouped Total		30	0.05	6	0.12	0	0	5	0.1	2	0.05	43	0.06
			FORMAL	62966	97.11	5083	98.55	746	98.03	4815	98.77	3732	99.15	77342	97.41
			INFORMAL	1877	2.89	75	1.45	15	1.97	60	1.23	32	0.85	2059	2.59
			TOTAL	64843	81.67	5158	6.5	761	0.96	4875	6.14	3764	4.74	79401	96.81



Prospect (78030)															

				Ordinary		Absent		Provisional		Pre Poll		Postal		Total	
Candidates			Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%
A		TICKET VOTES	FST	623	1.04	52	0.95	10	0.94	16	0.62	11	0.47	712	1
		"SHEN, Victor"	FST	30	0.05	0	0	1	0.09	2	0.08	0	0	33	0.05
		"WILLSON, Greg"	FST	1	0	1	0.02	0	0	0	0	0	0	2	0
		Group Total	FST	654	1.1	53	0.97	11	1.03	18	0.69	11	0.47	747	1.05
B		TICKET VOTES	NAN	119	0.2	12	0.22	2	0.19	7	0.27	7	0.3	147	0.21
		"NASH, Chris"	NAN	4	0.01	1	0.02	0	0	0	0	0	0	5	0.01
		"WADDELL, Jane"	NAN	2	0	0	0	0	0	0	0	0	0	2	0
		Group Total	NAN	125	0.21	13	0.24	2	0.19	7	0.27	7	0.3	154	0.22
C		TICKET VOTES	NDP	97	0.16	21	0.38	1	0.09	6	0.23	6	0.25	131	0.18
		"DENBOROUGH, Michael"	NDP	1	0	0	0	0	0	0	0	0	0	1	0
		"FRANCIS, Yvonne"	NDP	1	0	0	0	0	0	0	0	0	0	1	0
		Group Total	NDP	99	0.17	21	0.38	1	0.09	6	0.23	6	0.25	133	0.19
D		TICKET VOTES		23	0.04	1	0.02	0	0	0	0	0	0	24	0.03
		"GALLAGHER, Mick"		2	0	0	0	0	0	0	0	0	0	2	0
		"MAWSON, John A"		1	0	0	0	0	0	0	0	0	0	1	0
		Group Total		26	0.04	1	0.02	0	0	0	0	0	0	27	0.04
E		TICKET VOTES	NLP	70	0.12	9	0.16	0	0	5	0.19	3	0.13	87	0.12
		"NOLAN, Richard"	NLP	3	0.01	0	0	0	0	0	0	0	0	3	0
		"SEYMOUR, Bev"	NLP	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	NLP	73	0.12	9	0.16	0	0	5	0.19	3	0.13	90	0.13
F		TICKET VOTES	ACS	67	0.11	7	0.13	3	0.28	7	0.27	2	0.08	86	0.12
		"ABOLISH CHILD SUPPORT AND FAMILY COURT, Justice"	ACS	5	0.01	0	0	0	0	0	0	1	0.04	6	0.01
		"MEZINEC, Richard"	ACS	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	ACS	72	0.12	7	0.13	3	0.28	7	0.27	3	0.13	92	0.13
G		TICKET VOTES		107	0.18	14	0.26	2	0.19	2	0.08	7	0.3	132	0.19
		"LEES, Malcolm"		17	0.03	4	0.07	1	0.09	0	0	0	0	22	0.03
		"RANKIN, Warwick"		0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		124	0.21	18	0.33	3	0.28	2	0.08	7	0.3	154	0.22
H		TICKET VOTES	ALP	33850	56.75	2746	50.27	768	72.25	1293	49.87	1123	47.5	39780	55.93
	#	"HUTCHINS, Steve"	ALP	201	0.34	16	0.29	4	0.38	15	0.58	22	0.93	258	0.36
	#	"FAULKNER, John"	ALP	31	0.05	1	0.02	0	0	1	0.04	3	0.13	36	0.05
	#	"FORSHAW, Michael"	ALP	7	0.01	0	0	0	0	0	0	1	0.04	8	0.01
		"STEPHENS, Ursula"	ALP	20	0.03	1	0.02	0	0	1	0.04	3	0.13	25	0.04
		Group Total	ALP	34109	57.19	2764	50.59	772	72.62	1310	50.52	1152	48.73	40107	56.39
I		TICKET VOTES	CEC	133	0.22	3	0.05	5	0.47	4	0.15	2	0.08	147	0.21
		"BUTLER, Robert H"	CEC	0	0	1	0.02	0	0	0	0	0	0	1	0
		"COLLINS, Glenys"	CEC	0	0	0	0	0	0	0	0	0	0	0	0
		"COSGROVE, Lindsay David"	CEC	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	CEC	133	0.22	4	0.07	5	0.47	4	0.15	2	0.08	148	0.21
J		TICKET VOTES		43	0.07	2	0.04	0	0	2	0.08	0	0	47	0.07
		"MOULDFIELD, David"		0	0	0	0	0	0	0	0	0	0	0	0
		"HANDSOME HANDPUPPET, Paul-Ian"		0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		43	0.07	2	0.04	0	0	2	0.08	0	0	47	0.07
K		TICKET VOTES	HAN	4302	7.21	470	8.6	44	4.14	208	8.02	246	10.41	5270	7.41
		"OLDFIELD, David"	HAN	224	0.38	13	0.24	0	0	10	0.39	24	1.02	271	0.38
		"BURSTON, Brian"	HAN	6	0.01	0	0	0	0	0	0	0	0	6	0.01
		"O'REGAN, Bevan"	HAN	8	0.01	2	0.04	0	0	1	0.04	0	0	11	0.02
		Group Total	HAN	4540	7.61	485	8.88	44	4.14	219	8.45	270	11.42	5558	7.81
L		TICKET VOTES	LNP	14076	23.6	1491	27.29	142	13.36	724	27.92	619	26.18	17052	23.97
	#	"HEFFERNAN, Bill"	LP	148	0.25	24	0.44	2	0.19	11	0.42	18	0.76	203	0.29
	#	"TIERNEY, John"	LP	9	0.02	0	0	0	0	1	0.04	2	0.08	12	0.02
		"MACDONALD, Sandy"	NP	5	0.01	0	0	0	0	1	0.04	2	0.08	8	0.01
		"FIERRAVANTI-WELLS, Concetta"	LP	2	0	2	0.04	0	0	0	0	0	0	4	0.01
		Group Total	LNP	14240	23.87	1517	27.77	144	13.55	737	28.42	641	27.12	17279	24.29
M		TICKET VOTES	DEM	2283	3.83	250	4.58	23	2.16	120	4.63	126	5.33	2802	3.94
	#	"RIDGEWAY, Aden"	DEM	122	0.2	10	0.18	1	0.09	4	0.15	10	0.42	147	0.21
		"BAIRD, Matthew"	DEM	3	0.01	1	0.02	0	0	0	0	0	0	4	0.01
		"REDDY, Suzanne"	DEM	9	0.02	3	0.05	0	0	0	0	1	0.04	13	0.02
		"MENDELSSOHN, David"	DEM	6	0.01	2	0.04	0	0	0	0	1	0.04	9	0.01
		Group Total	DEM	2423	4.06	266	4.87	24	2.26	124	4.78	138	5.84	2975	4.18
N		TICKET VOTES	DSL	132	0.22	7	0.13	1	0.09	7	0.27	2	0.08	149	0.21
		"CARMAN, Marina"	DSL	4	0.01	1	0.02	0	0	0	0	2	0.08	7	0.01
		"BOYLE, Peter"	DSL	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	DSL	136	0.23	8	0.15	1	0.09	7	0.27	4	0.17	156	0.22
O		TICKET VOTES	RAR	96	0.16	16	0.29	2	0.19	9	0.35	7	0.3	130	0.18
		"SMITH, Rodney"	RARI	5	0.01	0	0	0	0	1	0.04	1	0.04	7	0.01
		"WOODGER, Edwin"	RARI	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	RAR	101	0.17	16	0.29	2	0.19	10	0.39	8	0.34	137	0.19
P		TICKET VOTES		7	0.01	2	0.04	1	0.09	4	0.15	0	0	14	0.02
		"POULOS, Patricia"		0	0	0	0	0	0	0	0	0	0	0	0
		"HOLLEY, John"		0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		7	0.01	2	0.04	1	0.09	4	0.15	0	0	14	0.02
Q		TICKET VOTES	SEP	30	0.05	9	0.16	0	0	1	0.04	0	0	40	0.06
		"BEAMS, Nick"	SEP	3	0.01	0	0	0	0	0	0	0	0	3	0
		"DIVJAK, Carol"	SEP	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	SEP	33	0.06	9	0.16	0	0	1	0.04	0	0	43	0.06
R		TICKET VOTES		9	0.02	0	0	0	0	2	0.08	0	0	11	0.02
		"SCHOLLBACH, Robert F"		0	0	0	0	0	0	0	0	0	0	0	0
		"STIRLING, Amanda Jane"		0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		9	0.02	0	0	0	0	2	0.08	0	0	11	0.02
S		TICKET VOTES		2	0	0	0	0	0	0	0	0	0	2	0
		"MELVILLE, Graeme"		0	0	0	0	0	0	1	0.04	0	0	1	0
		"BROADBRIDGE, Philip"		0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		2	0	0	0	0	0	1	0.04	0	0	3	0
T		TICKET VOTES	CTA	534	0.9	62	1.13	5	0.47	36	1.39	42	1.78	679	0.95
		"McLENNAN, Graham Clarke"	CTA	42	0.07	0	0	0	0	4	0.15	4	0.17	50	0.07
		"PETERSON, Janne"	CTA	2	0	0	0	0	0	0	0	0	0	2	0
		"ALLANSON, Tom"	CTA	0	0	0	0	0	0	0	0	0	0	0	0
		"MORGAN, Rex L"	CTA	0	0	0	0	0	0	0	0	0	0	0	0
		"McLENNAN, Michael Stewart"	CTA	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	CTA	578	0.97	62	1.13	5	0.47	40	1.54	46	1.95	731	1.03
U		TICKET VOTES	GRN	575	0.96	103	1.89	12	1.13	33	1.27	32	1.35	755	1.06
		"SUTTON, John"	GRN	27	0.05	3	0.05	0	0	1	0.04	1	0.04	32	0.04
		"MOORE, Catherine"	GRN	2	0	0	0	0	0	0	0	0	0	2	0
		"RHIANNON, Lee"	GRN	0	0	0	0	0	0	1	0.04	0	0	1	0
		"RUSSELL, Susie"	GRN	3	0.01	0	0	0	0	1	0.04	0	0	4	0.01
		Group Total	GRN	607	1.02	106	1.94	12	1.13	36	1.39	33	1.4	794	1.12
V		TICKET VOTES		1468	2.46	99	1.81	31	2.92	45	1.74	29	1.23	1672	2.35
		"LI, Jason Yat-Sen"	UNI	22	0.04	1	0.02	0	0	5	0.19	4	0.17	32	0.04
		"STOCKREITER, Sonja"	UNI	0	0	0	0	0	0	0	0	0	0	0	0
		"McGUID, Sam"	UNI	0	0	0	0	0	0	0	0	0	0	0	0
		"GINGES, Kieran Daniel"	UNI	0	0	0	0	0	0	0	0	0	0	0	0
		"HASSAPIS, Nicholas Victor"	UNI	1	0	0	0	0	0	0	0	0	0	1	0
		Group Total		1491	2.5	100	1.83	31	2.92	50	1.93	33	1.4	1705	2.4
UNGROUPED															
		"YAGLIPINAR, Mehmet"	IND	1	0	0	0	0	0	0	0	0	0	1	0
		"SARKS, Paul Anthony"	IND	0	0	0	0	0	0	0	0	0	0	0	0
		"VAUGHAN, Adrian"	IND	0	0	0	0	0	0	0	0	0	0	0	0
		"PANTSDOWN, Pauline"	IND	13	0.02	0	0	1	0.09	1	0.04	0	0	15	0.02
		"KUMAR, Tom"	IND	1	0	0	0	0	0	0	0	0	0	1	0
		"ROSS, Richard"	IND	1	0	0	0	0	0	0	0	0	0	1	0
		"JOSEPH, Stani R"	IND	3	0.01	0	0	0	0	0	0	0	0	3	0
		"PARSLOW, Party"	IND	0	0	0	0	0	0	0	0	0	0	0	0
		"POULSEN, Ron"		1	0	0	0	1	0.09	0	0	0	0	2	0
		Ungrouped Total		20	0.03	0	0	2	0.19	1	0.04	0	0	23	0.03
			FORMAL	59645	94.92	5463	96.47	1063	96.03	2593	98.03	2364	98.91	71128	95.29
			INFORMAL	3194	5.08	200	3.53	44	3.97	52	1.97	26	1.09	3516	4.71
			TOTAL	62839	84.18	5663	7.59	1107	1.48	2645	3.54	2390	3.2	74644	95.66



Reid (82635)															

				Ordinary		Absent		Provisional		Pre Poll		Postal		Total	
Candidates			Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%
A		TICKET VOTES	FST	661	1.08	60	1.03	17	2.03	26	0.83	13	0.48	777	1.06
		"SHEN, Victor"	FST	47	0.08	7	0.12	0	0	4	0.13	2	0.07	60	0.08
		"WILLSON, Greg"	FST	1	0	0	0	0	0	0	0	0	0	1	0
		Group Total	FST	709	1.16	67	1.15	17	2.03	30	0.95	15	0.56	838	1.14
B		TICKET VOTES	NAN	67	0.11	14	0.24	1	0.12	3	0.1	2	0.07	87	0.12
		"NASH, Chris"	NAN	5	0.01	0	0	0	0	1	0.03	2	0.07	8	0.01
		"WADDELL, Jane"	NAN	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	NAN	72	0.12	14	0.24	1	0.12	4	0.13	4	0.15	95	0.13
C		TICKET VOTES	NDP	67	0.11	11	0.19	0	0	6	0.19	6	0.22	90	0.12
		"DENBOROUGH, Michael"	NDP	6	0.01	2	0.03	0	0	1	0.03	0	0	9	0.01
		"FRANCIS, Yvonne"	NDP	1	0	1	0.02	0	0	0	0	0	0	2	0
		Group Total	NDP	74	0.12	14	0.24	0	0	7	0.22	6	0.22	101	0.14
D		TICKET VOTES		29	0.05	0	0	1	0.12	2	0.06	0	0	32	0.04
		"GALLAGHER, Mick"		3	0	0	0	0	0	0	0	0	0	3	0
		"MAWSON, John A"		0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		32	0.05	0	0	1	0.12	2	0.06	0	0	35	0.05
E		TICKET VOTES	NLP	71	0.12	8	0.14	1	0.12	6	0.19	3	0.11	89	0.12
		"NOLAN, Richard"	NLP	5	0.01	1	0.02	0	0	0	0	0	0	6	0.01
		"SEYMOUR, Bev"	NLP	1	0	0	0	0	0	0	0	0	0	1	0
		Group Total	NLP	77	0.13	9	0.15	1	0.12	6	0.19	3	0.11	96	0.13
F		TICKET VOTES	ACS	92	0.15	8	0.14	2	0.24	9	0.29	5	0.19	116	0.16
		"ABOLISH CHILD SUPPORT AND FAMILY COURT, Justice"	ACS	10	0.02	0	0	0	0	1	0.03	0	0	11	0.01
		"MEZINEC, Richard"	ACS	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	ACS	102	0.17	8	0.14	2	0.24	10	0.32	5	0.19	127	0.17
G		TICKET VOTES		62	0.1	7	0.12	0	0	5	0.16	0	0	74	0.1
		"LEES, Malcolm"		14	0.02	3	0.05	2	0.24	0	0	1	0.04	20	0.03
		"RANKIN, Warwick"		1	0	0	0	0	0	0	0	0	0	1	0
		Group Total		77	0.13	10	0.17	2	0.24	5	0.16	1	0.04	95	0.13
H		TICKET VOTES	ALP	33582	55.11	2797	47.9	547	65.27	1677	53.32	1385	51.35	39988	54.44
	#	"HUTCHINS, Steve"	ALP	287	0.47	35	0.6	0	0	18	0.57	16	0.59	356	0.48
	#	"FAULKNER, John"	ALP	45	0.07	5	0.09	2	0.24	3	0.1	7	0.26	62	0.08
	#	"FORSHAW, Michael"	ALP	15	0.02	2	0.03	0	0	1	0.03	1	0.04	19	0.03
		"STEPHENS, Ursula"	ALP	28	0.05	4	0.07	0	0	3	0.1	3	0.11	38	0.05
		Group Total	ALP	33957	55.72	2843	48.69	549	65.51	1702	54.12	1412	52.35	40463	55.08
I		TICKET VOTES	CEC	92	0.15	6	0.1	4	0.48	9	0.29	0	0	111	0.15
		"BUTLER, Robert H"	CEC	3	0	0	0	0	0	0	0	0	0	3	0
		"COLLINS, Glenys"	CEC	1	0	0	0	0	0	0	0	0	0	1	0
		"COSGROVE, Lindsay David"	CEC	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	CEC	96	0.16	6	0.1	4	0.48	9	0.29	0	0	115	0.16
J		TICKET VOTES		40	0.07	2	0.03	0	0	5	0.16	1	0.04	48	0.07
		"MOULDFIELD, David"		1	0	0	0	0	0	0	0	0	0	1	0
		"HANDSOME HANDPUPPET, Paul-Ian"		0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		41	0.07	2	0.03	0	0	5	0.16	1	0.04	49	0.07
K		TICKET VOTES	HAN	4043	6.63	466	7.98	22	2.63	234	7.44	228	8.45	4993	6.8
		"OLDFIELD, David"	HAN	225	0.37	23	0.39	1	0.12	9	0.29	25	0.93	283	0.39
		"BURSTON, Brian"	HAN	10	0.02	1	0.02	0	0	0	0	3	0.11	14	0.02
		"O'REGAN, Bevan"	HAN	9	0.01	2	0.03	0	0	1	0.03	0	0	12	0.02
		Group Total	HAN	4287	7.04	492	8.43	23	2.74	244	7.76	256	9.49	5302	7.22
L		TICKET VOTES	LNP	13558	22.25	1546	26.48	142	16.95	714	22.7	664	24.62	16624	22.63
	#	"HEFFERNAN, Bill"	LP	184	0.3	32	0.55	0	0	11	0.35	20	0.74	247	0.34
	#	"TIERNEY, John"	LP	5	0.01	1	0.02	0	0	0	0	2	0.07	8	0.01
		"MACDONALD, Sandy"	NP	6	0.01	3	0.05	0	0	2	0.06	0	0	11	0.01
		"FIERRAVANTI-WELLS, Concetta"	LP	9	0.01	2	0.03	0	0	0	0	1	0.04	12	0.02
		Group Total	LNP	13762	22.58	1584	27.13	142	16.95	727	23.12	687	25.47	16902	23.01
M		TICKET VOTES	DEM	2188	3.59	304	5.21	17	2.03	143	4.55	129	4.78	2781	3.79
	#	"RIDGEWAY, Aden"	DEM	213	0.35	24	0.41	1	0.12	8	0.25	16	0.59	262	0.36
		"BAIRD, Matthew"	DEM	3	0	0	0	0	0	0	0	0	0	3	0
		"REDDY, Suzanne"	DEM	13	0.02	1	0.02	0	0	1	0.03	3	0.11	18	0.02
		"MENDELSSOHN, David"	DEM	3	0	0	0	0	0	1	0.03	0	0	4	0.01
		Group Total	DEM	2420	3.97	329	5.63	18	2.15	153	4.86	148	5.49	3068	4.18
N		TICKET VOTES	DSL	128	0.21	10	0.17	0	0	3	0.1	2	0.07	143	0.19
		"CARMAN, Marina"	DSL	6	0.01	0	0	0	0	1	0.03	0	0	7	0.01
		"BOYLE, Peter"	DSL	2	0	0	0	0	0	0	0	0	0	2	0
		Group Total	DSL	136	0.22	10	0.17	0	0	4	0.13	2	0.07	152	0.21
O		TICKET VOTES	RAR	109	0.18	14	0.24	2	0.24	10	0.32	14	0.52	149	0.2
		"SMITH, Rodney"	RARI	5	0.01	0	0	0	0	1	0.03	1	0.04	7	0.01
		"WOODGER, Edwin"	RARI	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	RAR	114	0.19	14	0.24	2	0.24	11	0.35	15	0.56	156	0.21
P		TICKET VOTES		16	0.03	1	0.02	0	0	0	0	0	0	17	0.02
		"POULOS, Patricia"		0	0	0	0	0	0	0	0	0	0	0	0
		"HOLLEY, John"		0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		16	0.03	1	0.02	0	0	0	0	0	0	17	0.02
Q		TICKET VOTES	SEP	18	0.03	2	0.03	1	0.12	3	0.1	1	0.04	25	0.03
		"BEAMS, Nick"	SEP	2	0	0	0	0	0	0	0	1	0.04	3	0
		"DIVJAK, Carol"	SEP	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	SEP	20	0.03	2	0.03	1	0.12	3	0.1	2	0.07	28	0.04
R		TICKET VOTES		12	0.02	2	0.03	0	0	1	0.03	0	0	15	0.02
		"SCHOLLBACH, Robert F"		0	0	0	0	0	0	0	0	1	0.04	1	0
		"STIRLING, Amanda Jane"		0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		12	0.02	2	0.03	0	0	1	0.03	1	0.04	16	0.02
S		TICKET VOTES		9	0.01	1	0.02	0	0	0	0	0	0	10	0.01
		"MELVILLE, Graeme"		0	0	1	0.02	0	0	0	0	0	0	1	0
		"BROADBRIDGE, Philip"		0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		9	0.01	2	0.03	0	0	0	0	0	0	11	0.01
T		TICKET VOTES	CTA	778	1.28	107	1.83	13	1.55	53	1.69	34	1.26	985	1.34
		"McLENNAN, Graham Clarke"	CTA	92	0.15	9	0.15	1	0.12	7	0.22	5	0.19	114	0.16
		"PETERSON, Janne"	CTA	3	0	0	0	0	0	0	0	0	0	3	0
		"ALLANSON, Tom"	CTA	0	0	0	0	0	0	0	0	0	0	0	0
		"MORGAN, Rex L"	CTA	0	0	0	0	0	0	0	0	0	0	0	0
		"McLENNAN, Michael Stewart"	CTA	1	0	1	0.02	0	0	0	0	0	0	2	0
		Group Total	CTA	874	1.43	117	2	14	1.67	60	1.91	39	1.45	1104	1.5
U		TICKET VOTES	GRN	620	1.02	125	2.14	17	2.03	34	1.08	18	0.67	814	1.11
		"SUTTON, John"	GRN	50	0.08	9	0.15	1	0.12	4	0.13	1	0.04	65	0.09
		"MOORE, Catherine"	GRN	3	0	1	0.02	0	0	0	0	2	0.07	6	0.01
		"RHIANNON, Lee"	GRN	0	0	0	0	0	0	0	0	0	0	0	0
		"RUSSELL, Susie"	GRN	2	0	1	0.02	0	0	1	0.03	0	0	4	0.01
		Group Total	GRN	675	1.11	136	2.33	18	2.15	39	1.24	21	0.78	889	1.21
V		TICKET VOTES		3254	5.34	165	2.83	42	5.01	113	3.59	67	2.48	3641	4.96
		"LI, Jason Yat-Sen"	UNI	48	0.08	7	0.12	0	0	3	0.1	3	0.11	61	0.08
		"STOCKREITER, Sonja"	UNI	2	0	0	0	0	0	0	0	2	0.07	4	0.01
		"McGUID, Sam"	UNI	0	0	0	0	0	0	0	0	0	0	0	0
		"GINGES, Kieran Daniel"	UNI	0	0	0	0	0	0	0	0	0	0	0	0
		"HASSAPIS, Nicholas Victor"	UNI	2	0	0	0	0	0	0	0	0	0	2	0
		Group Total		3306	5.43	172	2.95	42	5.01	116	3.69	72	2.67	3708	5.05
UNGROUPED															
		"YAGLIPINAR, Mehmet"	IND	24	0.04	0	0	1	0.12	1	0.03	1	0.04	27	0.04
		"SARKS, Paul Anthony"	IND	2	0	0	0	0	0	0	0	0	0	2	0
		"VAUGHAN, Adrian"	IND	0	0	0	0	0	0	0	0	0	0	0	0
		"PANTSDOWN, Pauline"	IND	19	0.03	4	0.07	0	0	0	0	6	0.22	29	0.04
		"KUMAR, Tom"	IND	0	0	0	0	0	0	0	0	0	0	0	0
		"ROSS, Richard"	IND	4	0.01	1	0.02	0	0	0	0	0	0	5	0.01
		"JOSEPH, Stani R"	IND	18	0.03	0	0	0	0	6	0.19	0	0	24	0.03
		"PARSLOW, Party"	IND	1	0	0	0	0	0	0	0	0	0	1	0
		"POULSEN, Ron"		2	0	0	0	0	0	0	0	0	0	2	0
		Ungrouped Total		70	0.11	5	0.09	1	0.12	7	0.22	7	0.26	90	0.12
			FORMAL	60938	94.4	5839	97.4	838	92.9	3145	98.13	2697	98.9	73457	94.93
			INFORMAL	3617	5.6	156	2.6	64	7.1	60	1.87	30	1.1	3927	5.07
			TOTAL	64555	83.42	5995	7.75	902	1.17	3205	4.14	2727	3.52	77384	93.65



Richmond (87997)															

				Ordinary		Absent		Provisional		Pre Poll		Postal		Total	
Candidates			Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%
A		TICKET VOTES	FST	493	0.75	19	0.57	12	0.95	46	0.6	9	0.23	579	0.71
		"SHEN, Victor"	FST	17	0.03	3	0.09	1	0.08	1	0.01	2	0.05	24	0.03
		"WILLSON, Greg"	FST	1	0	0	0	0	0	1	0.01	0	0	2	0
		Group Total	FST	511	0.78	22	0.66	13	1.02	48	0.62	11	0.28	605	0.74
B		TICKET VOTES	NAN	43	0.07	0	0	0	0	6	0.08	1	0.03	50	0.06
		"NASH, Chris"	NAN	3	0	0	0	0	0	0	0	1	0.03	4	0
		"WADDELL, Jane"	NAN	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	NAN	46	0.07	0	0	0	0	6	0.08	2	0.05	54	0.07
C		TICKET VOTES	NDP	121	0.19	10	0.3	12	0.95	11	0.14	9	0.23	163	0.2
		"DENBOROUGH, Michael"	NDP	19	0.03	3	0.09	0	0	5	0.06	0	0	27	0.03
		"FRANCIS, Yvonne"	NDP	1	0	0	0	1	0.08	1	0.01	0	0	3	0
		Group Total	NDP	141	0.22	13	0.39	13	1.02	17	0.22	9	0.23	193	0.24
D		TICKET VOTES		8	0.01	0	0	0	0	2	0.03	2	0.05	12	0.01
		"GALLAGHER, Mick"		1	0	0	0	0	0	0	0	1	0.03	2	0
		"MAWSON, John A"		1	0	0	0	0	0	0	0	0	0	1	0
		Group Total		10	0.02	0	0	0	0	2	0.03	3	0.08	15	0.02
E		TICKET VOTES	NLP	160	0.24	4	0.12	8	0.63	21	0.27	3	0.08	196	0.24
		"NOLAN, Richard"	NLP	15	0.02	0	0	1	0.08	2	0.03	1	0.03	19	0.02
		"SEYMOUR, Bev"	NLP	3	0	0	0	0	0	0	0	0	0	3	0
		Group Total	NLP	178	0.27	4	0.12	9	0.71	23	0.3	4	0.1	218	0.27
F		TICKET VOTES	ACS	75	0.11	10	0.3	3	0.24	7	0.09	6	0.15	101	0.12
		"ABOLISH CHILD SUPPORT AND FAMILY COURT, Justice"	ACS	8	0.01	1	0.03	1	0.08	0	0	2	0.05	12	0.01
		"MEZINEC, Richard"	ACS	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	ACS	83	0.13	11	0.33	4	0.32	7	0.09	8	0.21	113	0.14
G		TICKET VOTES		16	0.02	0	0	1	0.08	2	0.03	1	0.03	20	0.02
		"LEES, Malcolm"		0	0	0	0	0	0	0	0	0	0	0	0
		"RANKIN, Warwick"		2	0	0	0	0	0	0	0	0	0	2	0
		Group Total		18	0.03	0	0	1	0.08	2	0.03	1	0.03	22	0.03
H		TICKET VOTES	ALP	22915	35.06	1223	36.84	603	47.52	2681	34.7	1278	32.9	28700	35.19
	#	"HUTCHINS, Steve"	ALP	314	0.48	37	1.11	18	1.42	31	0.4	33	0.85	433	0.53
	#	"FAULKNER, John"	ALP	29	0.04	2	0.06	1	0.08	2	0.03	8	0.21	42	0.05
	#	"FORSHAW, Michael"	ALP	14	0.02	3	0.09	0	0	2	0.03	0	0	19	0.02
		"STEPHENS, Ursula"	ALP	39	0.06	3	0.09	2	0.16	5	0.06	5	0.13	54	0.07
		Group Total	ALP	23311	35.66	1268	38.19	624	49.17	2721	35.22	1324	34.09	29248	35.86
I		TICKET VOTES	CEC	62	0.09	4	0.12	1	0.08	10	0.13	3	0.08	80	0.1
		"BUTLER, Robert H"	CEC	1	0	0	0	0	0	0	0	0	0	1	0
		"COLLINS, Glenys"	CEC	0	0	0	0	0	0	0	0	0	0	0	0
		"COSGROVE, Lindsay David"	CEC	2	0	0	0	0	0	0	0	0	0	2	0
		Group Total	CEC	65	0.1	4	0.12	1	0.08	10	0.13	3	0.08	83	0.1
J		TICKET VOTES		18	0.03	0	0	0	0	1	0.01	2	0.05	21	0.03
		"MOULDFIELD, David"		1	0	0	0	0	0	0	0	0	0	1	0
