Senate - 1993 Election																
First Preference Votes By Candidate																
By Vote Type by Division																


New South Wales																

Banks (79242)																

				Ordinary		Absent		Provisional		Pre Poll		Postal		Adj	Total	
		"ELLIS, Bryan T"	IND	1	0	0	0	0	0	0	0	1	0.04	0	2	0
		"MILTON, Malcolm Joshua"	IND	5	0.01	0	0	0	0	0	0	1	0.04	0	6	0.01
		"DECKER, Dianne"	IND	355	0.55	21	0.42	0	0	1	0.04	6	0.25	0	383	0.51
		"BELETICH, Argy"	IND	3	0	0	0	0	0	1	0.04	0	0	0	4	0.01
		Ungrouped Total		398	0.62	24	0.48	0	0	3	0.11	9	0.38	0	434	0.58
			FORMAL	64595	97.35	5004	98.54	634	97.54	2751	98.96	2357	99.37	0	75341	97.55
			INFORMAL	1759	2.65	74	1.46	16	2.46	29	1.04	15	0.63	1	1894	2.45
			TOTAL	66354	85.91	5078	6.57	650	0.84	2780	3.6	2372	3.07	1	77235	95.91



Parramatta (77936)																

				Ordinary		Absent		Provisional		Pre Poll		Postal		Adj	Total	
Candidates			Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%		Votes	%
A		TICKET VOTES	GA	665	1.05	67	1.26	7	1.33	13	0.64	8	0.35	0	760	1.04
		"BECKMANN, Jane"	GA	124	0.2	16	0.3	0	0	4	0.2	6	0.26	0	150	0.2
		"BRIAN, Bernie"	GA	6	0.01	0	0	0	0	0	0	0	0	0	6	0.01
		Group Total	GA	795	1.26	83	1.56	7	1.33	17	0.84	14	0.6	0	916	1.25
B		TICKET VOTES	NLP	122	0.19	15	0.28	1	0.19	0	0	1	0.04	0	139	0.19
		"KERR, Doreen"	NLP	13	0.02	2	0.04	0	0	0	0	1	0.04	0	16	0.02
		"SMITH, Mike"	NLP	0	0	0	0	0	0	0	0	0	0	0	0	0
		"JUDD, Ines"	NLP	0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	NLP	135	0.21	17	0.32	1	0.19	0	0	2	0.09	0	155	0.21
C		TICKET VOTES	CEG	39	0.06	1	0.02	0	0	2	0.1	0	0	0	42	0.06
		"HAY, Leone"	CEG	9	0.01	0	0	0	0	0	0	0	0	0	9	0.01
		"BUTLER, Robert"	CEG	0	0	0	0	0	0	0	0	0	0	0	0	0
		"WOOD, Gloria"	CEG	2	0	0	0	0	0	0	0	0	0	0	2	0
		Group Total	CEG	50	0.08	1	0.02	0	0	2	0.1	0	0	0	53	0.07
D		TICKET VOTES	RPA	65	0.1	7	0.13	0	0	0	0	2	0.09	0	74	0.1
		"CONSANDINE, Peter"	RPA	13	0.02	1	0.02	0	0	1	0.05	1	0.04	0	16	0.02
		"KLEIN, Gennie"	RPA	1	0	0	0	0	0	0	0	0	0	0	1	0
		Group Total	RPA	79	0.13	8	0.15	0	0	1	0.05	3	0.13	0	91	0.12
E		TICKET VOTES		267	0.42	32	0.6	3	0.57	5	0.25	7	0.3	0	314	0.43
		"TEALE, Leonard"		169	0.27	15	0.28	1	0.19	3	0.15	3	0.13	0	191	0.26
		"WARD, Colin"		0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		436	0.69	47	0.89	4	0.76	8	0.39	10	0.43	0	505	0.69
F		TICKET VOTES	CAP	132	0.21	10	0.19	2	0.38	6	0.29	1	0.04	0	151	0.21
		"UEBERGANG, K John"	CAP	11	0.02	0	0	0	0	0	0	1	0.04	0	12	0.02
		"HAWKINS, Doug"	CAP	1	0	1	0.02	0	0	0	0	0	0	0	2	0
		Group Total	CAP	144	0.23	11	0.21	2	0.38	6	0.29	2	0.09	0	165	0.22
G		TICKET VOTES	ASP	457	0.72	65	1.22	6	1.14	12	0.59	11	0.47	0	551	0.75
		"ASCHER, Michael"	ASP	52	0.08	1	0.02	0	0	0	0	1	0.04	0	54	0.07
		"ORR, Ted"	ASP	0	0	0	0	0	0	0	0	0	0	0	0	0
		"WILKIE, Jeff"	ASP	2	0	0	0	0	0	0	0	0	0	0	2	0
		"O'CONNELL, Suzanne"	ASP	0	0	0	0	0	0	0	0	0	0	0	0	0
		"BOURKE, Robyn Lee"	ASP	0	0	1	0.02	0	0	0	0	0	0	0	1	0
		Group Total	ASP	511	0.81	67	1.26	6	1.14	12	0.59	12	0.52	0	608	0.83
H		TICKET VOTES		37	0.06	4	0.08	1	0.19	0	0	0	0	0	42	0.06
		"POULOS, Patricia"		4	0.01	0	0	0	0	0	0	0	0	0	4	0.01
		"ARCHER, Peter B"		0	0	0	0	0	0	0	0	0	0	0	0	0
		"HOLLEY, John"		0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		41	0.06	4	0.08	1	0.19	0	0	0	0	0	46	0.06
I		TICKET VOTES	LNP	25604	40.54	1946	36.65	175	33.21	938	46.12	1006	43.44	0	29669	40.45
	#	"BAUME, Michael"	LP	423	0.67	32	0.6	1	0.19	8	0.39	38	1.64	0	502	0.68
	#	"TIERNEY, John"	LP	16	0.03	2	0.04	0	0	2	0.1	2	0.09	0	22	0.03
	#	"MACDONALD, Sandy"	NP	16	0.03	5	0.09	0	0	0	0	1	0.04	0	22	0.03
		"PAYNE, Marise Ann"	LP	25	0.04	2	0.04	0	0	0	0	1	0.04	0	28	0.04
		Group Total	LNP	26084	41.3	1987	37.42	176	33.4	948	46.61	1048	45.25	0	30243	41.23
J		TICKET VOTES		46	0.07	5	0.09	0	0	4	0.2	2	0.09	0	57	0.08
		"SANTA CLAUS, O"		15	0.02	0	0	0	0	0	0	1	0.04	0	16	0.02
		"ROLO, Lord"		1	0	1	0.02	0	0	0	0	0	0	0	2	0
		Group Total		62	0.1	6	0.11	0	0	4	0.2	3	0.13	0	75	0.1
K		TICKET VOTES	DEM	2536	4.02	238	4.48	16	3.04	79	3.88	89	3.84	0	2958	4.03
		"SOWADA, Karin"	DEM	448	0.71	29	0.55	0	0	10	0.49	23	0.99	0	510	0.7
		"GRIFFITHS, Ray Ian"	DEM	7	0.01	1	0.02	0	0	1	0.05	1	0.04	0	10	0.01
		"CHESTERFIELD-EVANS, Arthur"	DEM	8	0.01	0	0	0	0	1	0.05	1	0.04	0	10	0.01
		Group Total	DEM	2999	4.75	268	5.05	16	3.04	91	4.47	114	4.92	0	3488	4.76
L		TICKET VOTES	ALP	28717	45.47	2466	46.44	299	56.74	845	41.54	945	40.8	0	33272	45.36
	#	"RICHARDSON, Graham Frederick"	ALP	470	0.74	52	0.98	2	0.38	10	0.49	25	1.08	0	559	0.76
	#	"FAULKNER, John"	ALP	18	0.03	2	0.04	0	0	0	0	0	0	0	20	0.03
	#	"SIBRAA, Kerry"	ALP	17	0.03	2	0.04	0	0	2	0.1	0	0	0	21	0.03
		"ARMSTRONG, Mary-Anne"	ALP	54	0.09	3	0.06	0	0	2	0.1	2	0.09	0	61	0.08
		Group Total	ALP	29276	46.35	2525	47.55	301	57.12	859	42.23	972	41.97	0	33933	46.26
M		TICKET VOTES		26	0.04	1	0.02	0	0	0	0	1	0.04	0	28	0.04
		"STEVENS, David Richard"		1	0	0	0	0	0	0	0	0	0	0	1	0
		"HARRISON, Yvonne"		1	0	0	0	0	0	0	0	0	0	0	1	0
		Group Total		28	0.04	1	0.02	0	0	0	0	1	0.04	0	30	0.04
N		TICKET VOTES	GRN	726	1.15	123	2.32	4	0.76	26	1.28	24	1.04	0	903	1.23
		"BRIGHAM, Steve"	GRN	132	0.21	16	0.3	0	0	1	0.05	3	0.13	0	152	0.21
		"WALLACE, Joy"	GRN	5	0.01	2	0.04	0	0	0	0	0	0	0	7	0.01
		"COHEN, Ian"	GRN	2	0	0	0	0	0	0	0	0	0	0	2	0
		"STEAD, Cecily"	GRN	5	0.01	1	0.02	0	0	0	0	0	0	0	6	0.01
		Group Total	GRN	870	1.38	142	2.67	4	0.76	27	1.33	27	1.17	0	1070	1.46
O		TICKET VOTES	CTA	782	1.24	72	1.36	1	0.19	21	1.03	43	1.86	0	919	1.25
		"COLEMAN, Bruce"	CTA	180	0.28	10	0.19	2	0.38	5	0.25	10	0.43	0	207	0.28
		"McLENNAN, Graham Clarke"	CTA	2	0	1	0.02	0	0	0	0	2	0.09	0	5	0.01
		"GRIGG, Shirley J"	CTA	3	0	2	0.04	0	0	0	0	0	0	0	5	0.01
		"RYAN, Glen"	CTA	7	0.01	0	0	0	0	0	0	0	0	0	7	0.01
		Group Total	CTA	974	1.54	85	1.6	3	0.57	26	1.28	55	2.37	0	1143	1.56
P		TICKET VOTES	AFI	319	0.51	39	0.73	3	0.57	15	0.74	28	1.21	0	404	0.55
		"KITSON, David A L"	AFI	43	0.07	5	0.09	0	0	3	0.15	3	0.13	0	54	0.07
		"WEATHERLAKE, Ian A"	AFI	0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	AFI	362	0.57	44	0.83	3	0.57	18	0.88	31	1.34	0	458	0.62
Q		TICKET VOTES		5	0.01	0	0	0	0	0	0	0	0	0	5	0.01
		"LAVERY, Rosemarie"		1	0	2	0.04	0	0	0	0	0	0	0	3	0
		"JOHN, Robert"		0	0	0	0	0	0	0	0	0	0	0	0	0
		"LAVERY, Priscilla"		0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		6	0.01	2	0.04	0	0	0	0	0	0	0	8	0.01
R		TICKET VOTES	GRY	173	0.27	8	0.15	0	0	12	0.59	18	0.78	0	211	0.29
		"ROYLANCE, Frances"	GRY	23	0.04	0	0	1	0.19	0	0	0	0	0	24	0.03
		"GROUNDS, Gay"	GRY	1	0	0	0	0	0	0	0	0	0	0	1	0
		Group Total	GRY	197	0.31	8	0.15	1	0.19	12	0.59	18	0.78	0	236	0.32
S		TICKET VOTES		8	0.01	0	0	0	0	0	0	0	0	0	8	0.01
		"BASS, Walter"		3	0	1	0.02	0	0	0	0	1	0.04	0	5	0.01
		"HALES, Paul"		0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		11	0.02	1	0.02	0	0	0	0	1	0.04	0	13	0.02
T		TICKET VOTES		4	0.01	1	0.02	0	0	0	0	0	0	0	5	0.01
		"VESCIO, Michael"		1	0	0	0	0	0	1	0.05	0	0	0	2	0
		"WHEATLEY, Pamela Eileen"		0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		5	0.01	1	0.02	0	0	1	0.05	0	0	0	7	0.01
U		TICKET VOTES		23	0.04	0	0	0	0	1	0.05	1	0.04	0	25	0.03
		"SCHOLLBACH, Robert"		2	0	0	0	0	0	0	0	0	0	0	2	0
		"STIRLING, Karen"		0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		25	0.04	0	0	0	0	1	0.05	1	0.04	0	27	0.04
UNGROUPED																
		"GAJIN, Milorad"	IND	54	0.09	0	0	1	0.19	0	0	1	0.04	0	56	0.08
		"ANDERSON, Michael J"	IND	3	0	1	0.02	0	0	1	0.05	0	0	0	5	0.01
		"DE BRY, Katherine V"	IND	2	0	0	0	1	0.19	0	0	0	0	0	3	0
		"POULSEN, Ron"		1	0	1	0.02	0	0	0	0	0	0	0	2	0
		"ELLIS, Bryan T"	IND	0	0	0	0	0	0	0	0	0	0	0	0	0
		"MILTON, Malcolm Joshua"	IND	2	0	0	0	0	0	0	0	1	0.04	0	3	0
		"DECKER, Dianne"	IND	2	0	0	0	0	0	0	0	0	0	0	2	0
		"BELETICH, Argy"	IND	8	0.01	0	0	0	0	0	0	0	0	0	8	0.01
		Ungrouped Total		72	0.11	2	0.04	2	0.38	1	0.05	2	0.09	0	79	0.11
			FORMAL	63162	97.09	5310	98.24	527	96.34	2034	98.79	2316	98.93	0	73349	97.27
			INFORMAL	1890	2.91	95	1.76	20	3.66	25	1.21	25	1.07	0	2055	2.73
			TOTAL	65052	86.27	5405	7.17	547	0.73	2059	2.73	2341	3.1	0	75404	96.75



Paterson (73387)																

				Ordinary		Absent		Provisional		Pre Poll		Postal		Adj	Total	
Candidates			Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%		Votes	%
A		TICKET VOTES	GA	596	0.96	44	1.1	8	1.78	7	0.47	11	0.52	9	675	0.96
		"BECKMANN, Jane"	GA	88	0.14	8	0.2	0	0	2	0.13	2	0.09	-5	95	0.14
		"BRIAN, Bernie"	GA	2	0	1	0.03	0	0	0	0	0	0	1	4	0.01
		Group Total	GA	686	1.1	53	1.33	8	1.78	9	0.6	13	0.62	5	774	1.1
B		TICKET VOTES	NLP	187	0.3	13	0.33	4	0.89	9	0.6	7	0.33	1	221	0.31
		"KERR, Doreen"	NLP	19	0.03	1	0.03	1	0.22	2	0.13	2	0.09	1	26	0.04
		"SMITH, Mike"	NLP	4	0.01	0	0	0	0	0	0	0	0	-1	3	0
		"JUDD, Ines"	NLP	1	0	0	0	0	0	0	0	0	0	0	1	0
		Group Total	NLP	211	0.34	14	0.35	5	1.11	11	0.73	9	0.43	1	251	0.36
C		TICKET VOTES	CEG	56	0.09	5	0.13	0	0	6	0.4	3	0.14	0	70	0.1
		"HAY, Leone"	CEG	5	0.01	0	0	1	0.22	0	0	0	0	0	6	0.01
		"BUTLER, Robert"	CEG	0	0	0	0	0	0	0	0	0	0	0	0	0
		"WOOD, Gloria"	CEG	0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	CEG	61	0.1	5	0.13	1	0.22	6	0.4	3	0.14	0	76	0.11
D		TICKET VOTES	RPA	46	0.07	6	0.15	1	0.22	2	0.13	1	0.05	0	56	0.08
		"CONSANDINE, Peter"	RPA	6	0.01	0	0	0	0	0	0	3	0.14	0	9	0.01
		"KLEIN, Gennie"	RPA	1	0	0	0	0	0	0	0	0	0	0	1	0
		Group Total	RPA	53	0.09	6	0.15	1	0.22	2	0.13	4	0.19	0	66	0.09
E		TICKET VOTES		46	0.07	5	0.13	0	0	4	0.27	7	0.33	0	62	0.09
		"TEALE, Leonard"		28	0.05	2	0.05	1	0.22	3	0.2	2	0.09	0	36	0.05
		"WARD, Colin"		0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		74	0.12	7	0.18	1	0.22	7	0.47	9	0.43	0	98	0.14
F		TICKET VOTES	CAP	237	0.38	8	0.2	2	0.44	6	0.4	6	0.28	-2	257	0.37
		"UEBERGANG, K John"	CAP	28	0.05	2	0.05	0	0	0	0	4	0.19	0	34	0.05
		"HAWKINS, Doug"	CAP	2	0	0	0	0	0	0	0	0	0	0	2	0
		Group Total	CAP	267	0.43	10	0.25	2	0.44	6	0.4	10	0.47	-2	293	0.42
G		TICKET VOTES	ASP	1579	2.54	105	2.64	8	1.78	45	3	44	2.09	3	1784	2.54
		"ASCHER, Michael"	ASP	102	0.16	5	0.13	0	0	1	0.07	2	0.09	0	110	0.16
		"ORR, Ted"	ASP	2	0	0	0	0	0	1	0.07	0	0	0	3	0
		"WILKIE, Jeff"	ASP	0	0	0	0	0	0	0	0	0	0	0	0	0
		"O'CONNELL, Suzanne"	ASP	9	0.01	0	0	0	0	1	0.07	2	0.09	0	12	0.02
		"BOURKE, Robyn Lee"	ASP	2	0	0	0	0	0	0	0	0	0	0	2	0
		Group Total	ASP	1694	2.72	110	2.76	8	1.78	48	3.2	48	2.28	3	1911	2.72
H		TICKET VOTES		35	0.06	2	0.05	0	0	2	0.13	0	0	0	39	0.06
		"POULOS, Patricia"		3	0	0	0	0	0	0	0	0	0	0	3	0
		"ARCHER, Peter B"		4	0.01	1	0.03	0	0	0	0	0	0	1	6	0.01
		"HOLLEY, John"		0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		42	0.07	3	0.08	0	0	2	0.13	0	0	1	48	0.07
I		TICKET VOTES	LNP	24488	39.37	1441	36.18	147	32.67	639	42.54	920	43.66	14	27649	39.35
	#	"BAUME, Michael"	LP	321	0.52	19	0.48	2	0.44	4	0.27	26	1.23	-2	370	0.53
	#	"TIERNEY, John"	LP	36	0.06	5	0.13	0	0	0	0	0	0	1	42	0.06
	#	"MACDONALD, Sandy"	NP	15	0.02	2	0.05	0	0	1	0.07	2	0.09	0	20	0.03
		"PAYNE, Marise Ann"	LP	9	0.01	3	0.08	0	0	0	0	2	0.09	0	14	0.02
		Group Total	LNP	24869	39.98	1470	36.91	149	33.11	644	42.88	950	45.09	13	28095	39.98
J		TICKET VOTES		58	0.09	5	0.13	1	0.22	4	0.27	1	0.05	1	70	0.1
		"SANTA CLAUS, O"		5	0.01	0	0	0	0	0	0	0	0	0	5	0.01
		"ROLO, Lord"		1	0	0	0	0	0	0	0	0	0	0	1	0
		Group Total		64	0.1	5	0.13	1	0.22	4	0.27	1	0.05	1	76	0.11
K		TICKET VOTES	DEM	2411	3.88	182	4.57	20	4.44	56	3.73	81	3.84	0	2750	3.91
		"SOWADA, Karin"	DEM	223	0.36	15	0.38	1	0.22	5	0.33	2	0.09	0	246	0.35
		"GRIFFITHS, Ray Ian"	DEM	10	0.02	0	0	1	0.22	1	0.07	1	0.05	0	13	0.02
		"CHESTERFIELD-EVANS, Arthur"	DEM	9	0.01	0	0	0	0	0	0	0	0	0	9	0.01
		Group Total	DEM	2653	4.27	197	4.95	22	4.89	62	4.13	84	3.99	0	3018	4.29
L		TICKET VOTES	ALP	28577	45.95	1802	45.24	225	50	613	40.81	830	39.39	12	32059	45.62
	#	"RICHARDSON, Graham Frederick"	ALP	375	0.6	37	0.93	6	1.33	6	0.4	25	1.19	-7	442	0.63
	#	"FAULKNER, John"	ALP	7	0.01	2	0.05	0	0	0	0	1	0.05	1	11	0.02
	#	"SIBRAA, Kerry"	ALP	7	0.01	3	0.08	0	0	0	0	1	0.05	0	11	0.02
		"ARMSTRONG, Mary-Anne"	ALP	35	0.06	3	0.08	0	0	1	0.07	9	0.43	0	48	0.07
		Group Total	ALP	29001	46.63	1847	46.37	231	51.33	620	41.28	866	41.1	6	32571	46.35
M		TICKET VOTES		26	0.04	0	0	0	0	0	0	2	0.09	1	29	0.04
		"STEVENS, David Richard"		1	0	0	0	0	0	0	0	0	0	0	1	0
		"HARRISON, Yvonne"		1	0	0	0	0	0	0	0	0	0	-1	0	0
		Group Total		28	0.05	0	0	0	0	0	0	2	0.09	0	30	0.04
N		TICKET VOTES	GRN	1022	1.64	101	2.54	15	3.33	31	2.06	22	1.04	1	1192	1.7
		"BRIGHAM, Steve"	GRN	136	0.22	15	0.38	0	0	2	0.13	6	0.28	0	159	0.23
		"WALLACE, Joy"	GRN	7	0.01	2	0.05	0	0	0	0	0	0	0	9	0.01
		"COHEN, Ian"	GRN	7	0.01	0	0	0	0	0	0	1	0.05	0	8	0.01
		"STEAD, Cecily"	GRN	4	0.01	0	0	0	0	0	0	0	0	0	4	0.01
		Group Total	GRN	1176	1.89	118	2.96	15	3.33	33	2.2	29	1.38	1	1372	1.95
O		TICKET VOTES	CTA	763	1.23	77	1.93	3	0.67	28	1.86	40	1.9	1	912	1.3
		"COLEMAN, Bruce"	CTA	137	0.22	10	0.25	0	0	6	0.4	4	0.19	0	157	0.22
		"McLENNAN, Graham Clarke"	CTA	0	0	0	0	0	0	0	0	0	0	0	0	0
		"GRIGG, Shirley J"	CTA	0	0	2	0.05	0	0	0	0	0	0	-1	1	0
		"RYAN, Glen"	CTA	10	0.02	0	0	0	0	0	0	0	0	0	10	0.01
		Group Total	CTA	910	1.46	89	2.23	3	0.67	34	2.26	44	2.09	0	1080	1.54
P		TICKET VOTES	AFI	240	0.39	27	0.68	3	0.67	7	0.47	11	0.52	0	288	0.41
		"KITSON, David A L"	AFI	9	0.01	2	0.05	0	0	0	0	3	0.14	1	15	0.02
		"WEATHERLAKE, Ian A"	AFI	0	0	1	0.03	0	0	0	0	0	0	0	1	0
		Group Total	AFI	249	0.4	30	0.75	3	0.67	7	0.47	14	0.66	1	304	0.43
Q		TICKET VOTES		5	0.01	1	0.03	0	0	0	0	0	0	0	6	0.01
		"LAVERY, Rosemarie"		0	0	0	0	0	0	0	0	0	0	0	0	0
		"JOHN, Robert"		0	0	0	0	0	0	0	0	0	0	0	0	0
		"LAVERY, Priscilla"		0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		5	0.01	1	0.03	0	0	0	0	0	0	0	6	0.01
R		TICKET VOTES	GRY	99	0.16	10	0.25	0	0	4	0.27	17	0.81	0	130	0.19
		"ROYLANCE, Frances"	GRY	8	0.01	0	0	0	0	0	0	0	0	0	8	0.01
		"GROUNDS, Gay"	GRY	0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	GRY	107	0.17	10	0.25	0	0	4	0.27	17	0.81	0	138	0.2
S		TICKET VOTES		7	0.01	1	0.03	0	0	0	0	0	0	0	8	0.01
		"BASS, Walter"		1	0	0	0	0	0	0	0	0	0	0	1	0
		"HALES, Paul"		1	0	0	0	0	0	0	0	0	0	0	1	0
		Group Total		9	0.01	1	0.03	0	0	0	0	0	0	0	10	0.01
T		TICKET VOTES		2	0	0	0	0	0	0	0	0	0	0	2	0
		"VESCIO, Michael"		0	0	0	0	0	0	0	0	0	0	0	0	0
		"WHEATLEY, Pamela Eileen"		0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		2	0	0	0	0	0	0	0	0	0	0	2	0
U		TICKET VOTES		9	0.01	1	0.03	0	0	2	0.13	2	0.09	0	14	0.02
		"SCHOLLBACH, Robert"		1	0	0	0	0	0	0	0	0	0	0	1	0
		"STIRLING, Karen"		0	0	1	0.03	0	0	0	0	0	0	0	1	0
		Group Total		10	0.02	2	0.05	0	0	2	0.13	2	0.09	0	16	0.02
UNGROUPED																
		"GAJIN, Milorad"	IND	5	0.01	2	0.05	0	0	1	0.07	2	0.09	0	10	0.01
		"ANDERSON, Michael J"	IND	12	0.02	3	0.08	0	0	0	0	0	0	0	15	0.02
		"DE BRY, Katherine V"	IND	2	0	0	0	0	0	0	0	0	0	0	2	0
		"POULSEN, Ron"		0	0	0	0	0	0	0	0	0	0	0	0	0
		"ELLIS, Bryan T"	IND	0	0	0	0	0	0	0	0	0	0	0	0	0
		"MILTON, Malcolm Joshua"	IND	1	0	0	0	0	0	0	0	0	0	0	1	0
		"DECKER, Dianne"	IND	0	0	0	0	0	0	0	0	0	0	0	0	0
		"BELETICH, Argy"	IND	5	0.01	0	0	0	0	0	0	0	0	0	5	0.01
		Ungrouped Total		25	0.04	5	0.13	0	0	1	0.07	2	0.09	0	33	0.05
			FORMAL	62196	98.13	3983	98.83	450	97.61	1502	99.47	2107	98.92	30	70268	98.26
			INFORMAL	1186	1.87	47	1.17	11	2.39	8	0.53	23	1.08	-31	1244	1.74
			TOTAL	63382	88.63	4030	5.64	461	0.64	1510	2.11	2130	2.98	-1	71512	97.45



Prospect (74251)																

				Ordinary		Absent		Provisional		Pre Poll		Postal		Adj	Total	
Candidates			Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%		Votes	%
A		TICKET VOTES	GA	832	1.34	37	0.95	7	1.14	17	1.29	8	0.76	0	901	1.3
		"BECKMANN, Jane"	GA	131	0.21	7	0.18	4	0.65	2	0.15	2	0.19	0	146	0.21
		"BRIAN, Bernie"	GA	5	0.01	2	0.05	0	0	0	0	0	0	-1	6	0.01
		Group Total	GA	968	1.56	46	1.18	11	1.79	19	1.44	10	0.95	-1	1053	1.52
B		TICKET VOTES	NLP	93	0.15	12	0.31	3	0.49	1	0.08	0	0	0	109	0.16
		"KERR, Doreen"	NLP	14	0.02	2	0.05	0	0	1	0.08	0	0	0	17	0.02
		"SMITH, Mike"	NLP	0	0	1	0.03	0	0	0	0	0	0	0	1	0
		"JUDD, Ines"	NLP	0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	NLP	107	0.17	15	0.38	3	0.49	2	0.15	0	0	0	127	0.18
C		TICKET VOTES	CEG	53	0.09	5	0.13	1	0.16	1	0.08	0	0	0	60	0.09
		"HAY, Leone"	CEG	10	0.02	0	0	0	0	0	0	0	0	-1	9	0.01
		"BUTLER, Robert"	CEG	0	0	0	0	0	0	0	0	0	0	0	0	0
		"WOOD, Gloria"	CEG	1	0	0	0	0	0	0	0	0	0	0	1	0
		Group Total	CEG	64	0.1	5	0.13	1	0.16	1	0.08	0	0	-1	70	0.1
D		TICKET VOTES	RPA	95	0.15	5	0.13	0	0	5	0.38	2	0.19	0	107	0.15
		"CONSANDINE, Peter"	RPA	1	0	1	0.03	0	0	1	0.08	0	0	0	3	0
		"KLEIN, Gennie"	RPA	2	0	0	0	0	0	0	0	0	0	0	2	0
		Group Total	RPA	98	0.16	6	0.15	0	0	6	0.46	2	0.19	0	112	0.16
E		TICKET VOTES		177	0.28	21	0.54	1	0.16	3	0.23	3	0.28	1	206	0.3
		"TEALE, Leonard"		63	0.1	2	0.05	0	0	3	0.23	1	0.09	0	69	0.1
		"WARD, Colin"		2	0	0	0	0	0	0	0	0	0	0	2	0
		Group Total		242	0.39	23	0.59	1	0.16	6	0.46	4	0.38	1	277	0.4
F		TICKET VOTES	CAP	42	0.07	3	0.08	1	0.16	3	0.23	1	0.09	1	51	0.07
		"UEBERGANG, K John"	CAP	1	0	0	0	0	0	0	0	0	0	0	1	0
		"HAWKINS, Doug"	CAP	0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	CAP	43	0.07	3	0.08	1	0.16	3	0.23	1	0.09	1	52	0.08
G		TICKET VOTES	ASP	600	0.97	74	1.89	5	0.81	14	1.06	13	1.23	0	706	1.02
		"ASCHER, Michael"	ASP	37	0.06	2	0.05	0	0	0	0	3	0.28	0	42	0.06
		"ORR, Ted"	ASP	0	0	1	0.03	0	0	0	0	0	0	0	1	0
		"WILKIE, Jeff"	ASP	1	0	0	0	0	0	0	0	0	0	0	1	0
		"O'CONNELL, Suzanne"	ASP	0	0	0	0	0	0	0	0	0	0	0	0	0
		"BOURKE, Robyn Lee"	ASP	1	0	0	0	0	0	0	0	0	0	0	1	0
		Group Total	ASP	639	1.03	77	1.97	5	0.81	14	1.06	16	1.52	0	751	1.09
H		TICKET VOTES		47	0.08	1	0.03	0	0	0	0	1	0.09	0	49	0.07
		"POULOS, Patricia"		1	0	0	0	0	0	0	0	0	0	0	1	0
		"ARCHER, Peter B"		0	0	0	0	0	0	0	0	0	0	0	0	0
		"HOLLEY, John"		0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		48	0.08	1	0.03	0	0	0	0	1	0.09	0	50	0.07
I		TICKET VOTES	LNP	16142	25.96	1024	26.18	131	21.3	368	27.92	290	27.51	1	17956	26
	#	"BAUME, Michael"	LP	190	0.31	7	0.18	1	0.16	3	0.23	9	0.85	-1	209	0.3
	#	"TIERNEY, John"	LP	7	0.01	2	0.05	0	0	0	0	1	0.09	0	10	0.01
	#	"MACDONALD, Sandy"	NP	3	0	1	0.03	0	0	1	0.08	1	0.09	0	6	0.01
		"PAYNE, Marise Ann"	LP	11	0.02	0	0	0	0	0	0	0	0	0	11	0.02
		Group Total	LNP	16353	26.3	1034	26.44	132	21.46	372	28.22	301	28.56	0	18192	26.34
J		TICKET VOTES		63	0.1	4	0.1	1	0.16	0	0	2	0.19	0	70	0.1
		"SANTA CLAUS, O"		8	0.01	0	0	1	0.16	0	0	0	0	0	9	0.01
		"ROLO, Lord"		0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		71	0.11	4	0.1	2	0.33	0	0	2	0.19	0	79	0.11
K		TICKET VOTES	DEM	1836	2.95	117	2.99	10	1.63	47	3.57	31	2.94	0	2041	2.95
		"SOWADA, Karin"	DEM	147	0.24	5	0.13	1	0.16	1	0.08	4	0.38	0	158	0.23
		"GRIFFITHS, Ray Ian"	DEM	5	0.01	0	0	0	0	0	0	0	0	0	5	0.01
		"CHESTERFIELD-EVANS, Arthur"	DEM	6	0.01	0	0	0	0	0	0	1	0.09	0	7	0.01
		Group Total	DEM	1994	3.21	122	3.12	11	1.79	48	3.64	36	3.42	0	2211	3.2
L		TICKET VOTES	ALP	38907	62.58	2350	60.09	420	68.29	771	58.5	603	57.21	1	43052	62.33
