Senate: Election 2001 - National															
First Preference Votes by Candidate															
By Vote Type by Division															

New South Wales															
															
Banks (83122)															
				Ordinary		Absent		Provisional		Pre Poll		Postal		Total	
E		TICKET VOTES	PLP	742	1.19	74	1.61	21	2.81	91	1.26	19	0.66	947	1.21
		"WOLDRING, Klaas"	PLP	9	0.01	2	0.04	0	0.00	2	0.03	2	0.07	15	0.02
		"LEE, Shona"	PLP	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		Group Total	PLP	751	1.20	76	1.66	21	2.81	93	1.29	21	0.73	962	1.23
F		TICKET VOTES	OCF	45	0.07	13	0.28	0	0.00	12	0.17	5	0.17	75	0.10
		"CALDICOTT, Helen"	OCF	28	0.04	2	0.04	0	0.00	2	0.03	1	0.03	33	0.04
		"POTTS, Ted"	OCF	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		Group Total	OCF	73	0.12	15	0.33	0	0.00	14	0.19	6	0.21	108	0.14
G		TICKET VOTES	DEM	3619	5.78	343	7.47	38	5.09	397	5.49	144	4.99	4541	5.82
		"BOURNE, Vicki"	DEM	306	0.49	19	0.41	1	0.13	28	0.39	12	0.42	366	0.47
		"YATES, Joanne"	DEM	7	0.01	1	0.02	0	0.00	0	0.00	0	0.00	8	0.01
		"CHUNG, Craig"	DEM	2	0.00	0	0.00	0	0.00	1	0.01	0	0.00	3	0.00
		"MAYFIELD, E Caroline"	DEM	1	0.00	0	0.00	0	0.00	0	0.00	2	0.07	3	0.00
		"PRINCE, Janine"	DEM	7	0.01	0	0.00	0	0.00	0	0.00	1	0.03	8	0.01
		"EVANS, Julian"	DEM	3	0.00	1	0.02	0	0.00	0	0.00	2	0.07	6	0.01
		Group Total	DEM	3945	6.31	364	7.93	39	5.22	426	5.89	161	5.57	4935	6.32
H		TICKET VOTES	HMP	514	0.82	62	1.35	17	2.28	42	0.58	11	0.38	646	0.83
		"BALDERSTONE, Michael"	HMP	27	0.04	6	0.13	1	0.13	6	0.08	1	0.03	41	0.05
		"FUGGLE, Don"	HMP	2	0.00	1	0.02	0	0.00	0	0.00	0	0.00	3	0.00
		Group Total	HMP	543	0.87	69	1.50	18	2.41	48	0.66	12	0.42	690	0.88
I		TICKET VOTES	RLS	93	0.15	11	0.24	3	0.40	10	0.14	2	0.07	119	0.15
		"GREENAWAY, Denise"	RLS	5	0.01	0	0.00	0	0.00	1	0.01	1	0.03	7	0.01
		"ARMSTRONG, Valerie"	RLS	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		Group Total	RLS	98	0.16	11	0.24	3	0.40	11	0.15	3	0.10	126	0.16
J		TICKET VOTES	ACL	16397	26.21	1206	26.26	228	30.52	1805	24.95	638	22.09	20274	25.98
	#	"STEPHENS, Ursula"	CLR	141	0.23	13	0.28	1	0.13	15	0.21	9	0.31	179	0.23
	#	"CAMPBELL, George"	ALP	14	0.02	2	0.04	0	0.00	0	0.00	0	0.00	16	0.02
		"MUNDINE, Warren"	CLR	15	0.02	1	0.02	0	0.00	1	0.01	0	0.00	17	0.02
		"WOODS, Joanna"	ALP	22	0.04	5	0.11	0	0.00	4	0.06	4	0.14	35	0.04
		Group Total	ACL	16589	26.51	1227	26.72	229	30.66	1825	25.22	651	22.54	20521	26.30
K		TICKET VOTES	LEF	330	0.53	46	1.00	10	1.34	38	0.53	9	0.31	433	0.55
		"O'LOUGHLIN, David"	LEF	16	0.03	2	0.04	0	0.00	1	0.01	3	0.10	22	0.03
		"FREEMAN, Paul"	LEF	2	0.00	0	0.00	0	0.00	1	0.01	0	0.00	3	0.00
		Group Total	LEF	348	0.56	48	1.05	10	1.34	40	0.55	12	0.42	458	0.59
L		TICKET VOTES		34	0.05	2	0.04	0	0.00	1	0.01	1	0.03	38	0.05
		"STEWART, Lex"		1	0.00	1	0.02	0	0.00	0	0.00	1	0.03	3	0.00
		"STEWART, Joe"		0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		Group Total		35	0.06	3	0.07	0	0.00	1	0.01	2	0.07	41	0.05
M		TICKET VOTES	FPY	495	0.79	40	0.87	15	2.01	51	0.70	12	0.42	613	0.79
		"SMITH, Robert"	FPY	12	0.02	3	0.07	1	0.13	1	0.01	0	0.00	17	0.02
		"WISEMAN, David"	FPY	0	0.00	0	0.00	0	0.00	1	0.01	0	0.00	1	0.00
		Group Total	FPY	507	0.81	43	0.94	16	2.14	53	0.73	12	0.42	631	0.81
N		TICKET VOTES		6	0.01	17	0.37	0	0.00	0	0.00	4	0.14	27	0.03
		"SMITH, Warren"		0	0.00	1	0.02	0	0.00	0	0.00	0	0.00	1	0.00
		"LAWLER, Geoff"		1	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00
		"ANTHONY, Dora"		0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		Group Total		7	0.01	18	0.39	0	0.00	0	0.00	4	0.14	29	0.04
O		TICKET VOTES	NCP	48	0.08	3	0.07	1	0.13	2	0.03	2	0.07	56	0.07
		"THOMPSON, Andy"	NCP	4	0.01	1	0.02	0	0.00	1	0.01	0	0.00	6	0.01
		"McKEEGAN, Annette"	NCP	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		Group Total	NCP	52	0.08	4	0.09	1	0.13	3	0.04	2	0.07	62	0.08
P		TICKET VOTES	NDP	55	0.09	8	0.17	0	0.00	7	0.10	2	0.07	72	0.09
		"DENBOROUGH, Michael"	NDP	4	0.01	0	0.00	0	0.00	1	0.01	0	0.00	5	0.01
		"FRANCIS, Yvonne"	NDP	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		Group Total	NDP	59	0.09	8	0.17	0	0.00	8	0.11	2	0.07	77	0.10
Q		TICKET VOTES	LNP	29803	47.63	1908	41.55	281	37.62	3724	51.47	1565	54.19	37281	47.78
	#	"COONAN, Helen"	LP	190	0.30	18	0.39	1	0.13	29	0.40	18	0.62	256	0.33
	#	"MACDONALD, Sandy"	NP	16	0.03	3	0.07	0	0.00	1	0.01	3	0.10	23	0.03
	#	"PAYNE, Marise"	LP	11	0.02	0	0.00	0	0.00	1	0.01	2	0.07	14	0.02
		"NASH, Fiona"	NP	14	0.02	0	0.00	0	0.00	3	0.04	0	0.00	17	0.02
		"MacDONALD, Scot"	LP	6	0.01	4	0.09	0	0.00	0	0.00	0	0.00	10	0.01
		"TANG, Terence"	LP	10	0.02	1	0.02	0	0.00	1	0.01	0	0.00	12	0.02
		Group Total	LNP	30050	48.03	1934	42.12	282	37.75	3759	51.96	1588	54.99	37613	48.20
R		TICKET VOTES	NGST	297	0.47	23	0.50	9	1.20	26	0.36	13	0.45	368	0.47
		"GALLAGHER, Mick"	NGST	8	0.01	0	0.00	0	0.00	1	0.01	0	0.00	9	0.01
		"MARTIN, Charles H"	NGST	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		Group Total	NGST	305	0.49	23	0.50	9	1.20	27	0.37	13	0.45	377	0.48
S		TICKET VOTES	RPA	66	0.11	7	0.15	0	0.00	6	0.08	4	0.14	83	0.11
		"McNALLY, Kerry"	RPA	5	0.01	0	0.00	0	0.00	2	0.03	0	0.00	7	0.01
		"JORDAN, Tom"	RPA	2	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00
		Group Total	RPA	73	0.12	7	0.15	0	0.00	8	0.11	4	0.14	92	0.12
T		TICKET VOTES	GRN	2768	4.42	304	6.62	33	4.42	228	3.15	60	2.08	3393	4.35
	#	"NETTLE, Kerry"	GRN	329	0.53	31	0.68	4	0.54	25	0.35	12	0.42	401	0.51
		"KAYE, John"	GRN	4	0.01	1	0.02	0	0.00	2	0.03	0	0.00	7	0.01
		"DAVIS, Jan"	GRN	9	0.01	1	0.02	0	0.00	0	0.00	0	0.00	10	0.01
		"RYAN, James"	GRN	10	0.02	1	0.02	0	0.00	0	0.00	0	0.00	11	0.01
		Group Total	GRN	3120	4.99	338	7.36	37	4.95	255	3.52	72	2.49	3822	4.90
U		TICKET VOTES		9	0.01	0	0.00	0	0.00	4	0.06	0	0.00	13	0.02
		"HINMAN, Pip"		4	0.01	1	0.02	0	0.00	0	0.00	0	0.00	5	0.01
		"RINTOUL, Ian"		0	0.00	0	0.00	0	0.00	1	0.01	0	0.00	1	0.00
		Group Total		13	0.02	1	0.02	0	0.00	5	0.07	0	0.00	19	0.02
V		TICKET VOTES	AAP	25	0.04	3	0.07	0	0.00	2	0.03	4	0.14	34	0.04
		"CONNOR, Rex"	AAP	3	0.00	0	0.00	0	0.00	0	0.00	0	0.00	3	0.00
		"ASTRIDGE, Robert"	AAP	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		"GUY, Shirley"	AAP	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		Group Total	AAP	28	0.04	3	0.07	0	0.00	2	0.03	4	0.14	37	0.05
W		TICKET VOTES	AFI	296	0.47	33	0.72	8	1.07	34	0.47	35	1.21	406	0.52
		"KITSON, David"	AFI	8	0.01	1	0.02	0	0.00	3	0.04	0	0.00	12	0.02
		"WOODGER, Edwin"	AFI	1	0.00	0	0.00	0	0.00	1	0.01	0	0.00	2	0.00
		Group Total	AFI	305	0.49	34	0.74	8	1.07	38	0.53	35	1.21	420	0.54
UNGROUPED															
		"IVOR, F"	IND	10	0.02	0	0.00	0	0.00	0	0.00	1	0.03	11	0.01
		"TINYOW, Walter"	IND	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		"BAKER, Beverly"	IND	40	0.06	3	0.07	0	0.00	2	0.03	1	0.03	46	0.06
		"LORD, Jack"	IND	3	0.00	1	0.02	0	0.00	0	0.00	0	0.00	4	0.01
		Ungrouped Total		53	0.08	4	0.09	0	0.00	2	0.03	2	0.07	61	0.08
			FORMAL	62568	96.78	4592	98.04	747	98.29	7235	98.02	2888	98.84	78030	97.05
			INFORMAL	2083	3.22	92	1.96	13	1.71	146	1.98	34	1.16	2368	2.95
			TOTAL	64651	80.41	4684	5.83	760	0.95	7381	9.18	2922	3.63	80398	95.82



Grayndler (86146)															

				Ordinary		Absent		Provisional		Pre Poll		Postal		Total	
Candidates			Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%
A		TICKET VOTES	HAN	1290	2.05	143	2.01	15	1.38	59	1.60	60	3.31	1567	2.05
		"McKINNON, Don"	HAN	142	0.23	10	0.14	1	0.09	3	0.08	8	0.44	164	0.21
		"PUTRA, Rick"	HAN	3	0.00	1	0.01	0	0.00	0	0.00	0	0.00	4	0.01
		"DEENEY, Carol"	HAN	4	0.01	0	0.00	0	0.00	0	0.00	1	0.06	5	0.01
		Group Total	HAN	1439	2.29	154	2.17	16	1.47	62	1.68	69	3.81	1740	2.27
B		TICKET VOTES	CTA	515	0.82	80	1.13	6	0.55	21	0.57	13	0.72	635	0.83
		"CAPSIS, George"	CTA	72	0.11	9	0.13	0	0.00	2	0.05	2	0.11	85	0.11
		"HUME, Kevin"	CTA	4	0.01	2	0.03	0	0.00	1	0.03	0	0.00	7	0.01
		Group Total	CTA	591	0.94	91	1.28	6	0.55	24	0.65	15	0.83	727	0.95
C		TICKET VOTES	UNI	505	0.80	54	0.76	12	1.10	45	1.22	22	1.22	638	0.83
		"NGO, Thang"	UNI	70	0.11	3	0.04	0	0.00	5	0.14	3	0.17	81	0.11
		"McLEOD, Robert"	UNI	4	0.01	1	0.01	0	0.00	1	0.03	0	0.00	6	0.01
		Group Total	UNI	579	0.92	58	0.82	12	1.10	51	1.38	25	1.38	725	0.95
D		TICKET VOTES	CEC	26	0.04	5	0.07	2	0.18	0	0.00	0	0.00	33	0.04
		"BUTLER, Robert"	CEC	2	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00
		"COLLINS, Glenys"	CEC	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		Group Total	CEC	28	0.04	5	0.07	2	0.18	0	0.00	0	0.00	35	0.05
E		TICKET VOTES	PLP	1237	1.97	150	2.11	22	2.02	66	1.79	25	1.38	1500	1.96
		"WOLDRING, Klaas"	PLP	25	0.04	2	0.03	0	0.00	0	0.00	1	0.06	28	0.04
		"LEE, Shona"	PLP	4	0.01	1	0.01	0	0.00	0	0.00	0	0.00	5	0.01
		Group Total	PLP	1266	2.01	153	2.16	22	2.02	66	1.79	26	1.44	1533	2.00
F		TICKET VOTES	OCF	57	0.09	9	0.13	1	0.09	6	0.16	1	0.06	74	0.10
		"CALDICOTT, Helen"	OCF	36	0.06	6	0.08	0	0.00	2	0.05	2	0.11	46	0.06
		"POTTS, Ted"	OCF	0	0.00	1	0.01	0	0.00	0	0.00	0	0.00	1	0.00
		Group Total	OCF	93	0.15	16	0.23	1	0.09	8	0.22	3	0.17	121	0.16
G		TICKET VOTES	DEM	5405	8.60	814	11.47	86	7.90	412	11.16	138	7.62	6855	8.96
		"BOURNE, Vicki"	DEM	824	1.31	98	1.38	7	0.64	42	1.14	23	1.27	994	1.30
		"YATES, Joanne"	DEM	15	0.02	1	0.01	0	0.00	1	0.03	0	0.00	17	0.02
		"CHUNG, Craig"	DEM	13	0.02	1	0.01	0	0.00	0	0.00	0	0.00	14	0.02
		"MAYFIELD, E Caroline"	DEM	7	0.01	2	0.03	0	0.00	0	0.00	1	0.06	10	0.01
		"PRINCE, Janine"	DEM	9	0.01	1	0.01	0	0.00	1	0.03	0	0.00	11	0.01
		"EVANS, Julian"	DEM	26	0.04	5	0.07	1	0.09	4	0.11	0	0.00	36	0.05
		Group Total	DEM	6299	10.02	922	12.99	94	8.63	460	12.46	162	8.95	7937	10.37
H		TICKET VOTES	HMP	459	0.73	103	1.45	12	1.10	22	0.60	15	0.83	611	0.80
		"BALDERSTONE, Michael"	HMP	100	0.16	17	0.24	1	0.09	7	0.19	2	0.11	127	0.17
		"FUGGLE, Don"	HMP	6	0.01	1	0.01	0	0.00	0	0.00	0	0.00	7	0.01
		Group Total	HMP	565	0.90	121	1.70	13	1.19	29	0.79	17	0.94	745	0.97
I		TICKET VOTES	RLS	155	0.25	14	0.20	4	0.37	6	0.16	2	0.11	181	0.24
		"GREENAWAY, Denise"	RLS	5	0.01	1	0.01	0	0.00	0	0.00	1	0.06	7	0.01
		"ARMSTRONG, Valerie"	RLS	1	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00
		Group Total	RLS	161	0.26	15	0.21	4	0.37	6	0.16	3	0.17	189	0.25
J		TICKET VOTES	ACL	27110	43.13	2490	35.08	560	51.42	1501	40.64	728	40.22	32389	42.31
	#	"STEPHENS, Ursula"	CLR	400	0.64	40	0.56	4	0.37	25	0.68	9	0.50	478	0.62
	#	"CAMPBELL, George"	ALP	96	0.15	9	0.13	0	0.00	8	0.22	5	0.28	118	0.15
		"MUNDINE, Warren"	CLR	65	0.10	3	0.04	0	0.00	3	0.08	0	0.00	71	0.09
		"WOODS, Joanna"	ALP	118	0.19	12	0.17	2	0.18	12	0.32	7	0.39	151	0.20
		Group Total	ACL	27789	44.21	2554	35.98	566	51.97	1549	41.94	749	41.38	33207	43.38
K		TICKET VOTES	LEF	168	0.27	33	0.46	3	0.28	17	0.46	5	0.28	226	0.30
		"O'LOUGHLIN, David"	LEF	17	0.03	1	0.01	1	0.09	1	0.03	1	0.06	21	0.03
		"FREEMAN, Paul"	LEF	1	0.00	1	0.01	0	0.00	0	0.00	0	0.00	2	0.00
		Group Total	LEF	186	0.30	35	0.49	4	0.37	18	0.49	6	0.33	249	0.33
L		TICKET VOTES		44	0.07	5	0.07	4	0.37	1	0.03	1	0.06	55	0.07
		"STEWART, Lex"		1	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00
		"STEWART, Joe"		0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		Group Total		45	0.07	5	0.07	4	0.37	1	0.03	1	0.06	56	0.07
M		TICKET VOTES	FPY	161	0.26	26	0.37	5	0.46	17	0.46	2	0.11	211	0.28
		"SMITH, Robert"	FPY	15	0.02	0	0.00	0	0.00	2	0.05	0	0.00	17	0.02
		"WISEMAN, David"	FPY	0	0.00	0	0.00	0	0.00	1	0.03	0	0.00	1	0.00
		Group Total	FPY	176	0.28	26	0.37	5	0.46	20	0.54	2	0.11	229	0.30
N		TICKET VOTES		40	0.06	4	0.06	0	0.00	0	0.00	2	0.11	46	0.06
		"SMITH, Warren"		7	0.01	0	0.00	0	0.00	0	0.00	0	0.00	7	0.01
		"LAWLER, Geoff"		1	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00
		"ANTHONY, Dora"		3	0.00	0	0.00	0	0.00	0	0.00	0	0.00	3	0.00
		Group Total		51	0.08	4	0.06	0	0.00	0	0.00	2	0.11	57	0.07
O		TICKET VOTES	NCP	49	0.08	6	0.08	0	0.00	1	0.03	3	0.17	59	0.08
		"THOMPSON, Andy"	NCP	6	0.01	1	0.01	0	0.00	0	0.00	0	0.00	7	0.01
		"McKEEGAN, Annette"	NCP	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		Group Total	NCP	55	0.09	7	0.10	0	0.00	1	0.03	3	0.17	66	0.09
P		TICKET VOTES	NDP	62	0.10	11	0.15	0	0.00	7	0.19	0	0.00	80	0.10
		"DENBOROUGH, Michael"	NDP	14	0.02	1	0.01	0	0.00	3	0.08	1	0.06	19	0.02
		"FRANCIS, Yvonne"	NDP	1	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00
		Group Total	NDP	77	0.12	12	0.17	0	0.00	10	0.27	1	0.06	100	0.13
Q		TICKET VOTES	LNP	14332	22.80	1765	24.86	196	18.00	858	23.23	569	31.44	17720	23.15
	#	"COONAN, Helen"	LP	228	0.36	27	0.38	1	0.09	14	0.38	7	0.39	277	0.36
	#	"MACDONALD, Sandy"	NP	15	0.02	0	0.00	0	0.00	1	0.03	0	0.00	16	0.02
	#	"PAYNE, Marise"	LP	15	0.02	5	0.07	0	0.00	2	0.05	1	0.06	23	0.03
		"NASH, Fiona"	NP	4	0.01	1	0.01	0	0.00	0	0.00	0	0.00	5	0.01
		"MacDONALD, Scot"	LP	21	0.03	3	0.04	0	0.00	0	0.00	2	0.11	26	0.03
		"TANG, Terence"	LP	10	0.02	2	0.03	0	0.00	0	0.00	0	0.00	12	0.02
		Group Total	LNP	14625	23.27	1803	25.40	197	18.09	875	23.69	579	31.99	18079	23.62
R		TICKET VOTES	NGST	262	0.42	47	0.66	4	0.37	23	0.62	11	0.61	347	0.45
		"GALLAGHER, Mick"	NGST	9	0.01	2	0.03	1	0.09	0	0.00	0	0.00	12	0.02
		"MARTIN, Charles H"	NGST	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		Group Total	NGST	271	0.43	49	0.69	5	0.46	23	0.62	11	0.61	359	0.47
S		TICKET VOTES	RPA	84	0.13	11	0.15	0	0.00	15	0.41	3	0.17	113	0.15
		"McNALLY, Kerry"	RPA	14	0.02	4	0.06	3	0.28	0	0.00	0	0.00	21	0.03
		"JORDAN, Tom"	RPA	1	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00
		Group Total	RPA	99	0.16	15	0.21	3	0.28	15	0.41	3	0.17	135	0.18
T		TICKET VOTES	GRN	6565	10.44	822	11.58	115	10.56	380	10.29	85	4.70	7967	10.41
	#	"NETTLE, Kerry"	GRN	1421	2.26	167	2.35	15	1.38	70	1.90	30	1.66	1703	2.22
		"KAYE, John"	GRN	14	0.02	1	0.01	1	0.09	1	0.03	2	0.11	19	0.02
		"DAVIS, Jan"	GRN	21	0.03	8	0.11	1	0.09	2	0.05	2	0.11	34	0.04
		"RYAN, James"	GRN	38	0.06	4	0.06	0	0.00	2	0.05	0	0.00	44	0.06
		Group Total	GRN	8059	12.82	1002	14.11	132	12.12	455	12.32	119	6.57	9767	12.76
U		TICKET VOTES		141	0.22	16	0.23	1	0.09	7	0.19	2	0.11	167	0.22
		"HINMAN, Pip"		33	0.05	4	0.06	0	0.00	0	0.00	0	0.00	37	0.05
		"RINTOUL, Ian"		8	0.01	2	0.03	0	0.00	1	0.03	0	0.00	11	0.01
		Group Total		182	0.29	22	0.31	1	0.09	8	0.22	2	0.11	215	0.28
V		TICKET VOTES	AAP	31	0.05	1	0.01	0	0.00	0	0.00	1	0.06	33	0.04
		"CONNOR, Rex"	AAP	0	0.00	1	0.01	0	0.00	0	0.00	0	0.00	1	0.00
		"ASTRIDGE, Robert"	AAP	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		"GUY, Shirley"	AAP	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		Group Total	AAP	31	0.05	2	0.03	0	0.00	0	0.00	1	0.06	34	0.04
W		TICKET VOTES	AFI	127	0.20	22	0.31	2	0.18	10	0.27	8	0.44	169	0.22
		"KITSON, David"	AFI	12	0.02	2	0.03	0	0.00	0	0.00	1	0.06	15	0.02
		"WOODGER, Edwin"	AFI	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		Group Total	AFI	139	0.22	24	0.34	2	0.18	10	0.27	9	0.50	184	0.24
UNGROUPED															
		"IVOR, F"	IND	19	0.03	2	0.03	0	0.00	2	0.05	1	0.06	24	0.03
		"TINYOW, Walter"	IND	6	0.01	0	0.00	0	0.00	0	0.00	0	0.00	6	0.01
		"BAKER, Beverly"	IND	19	0.03	1	0.01	0	0.00	0	0.00	0	0.00	20	0.03
		"LORD, Jack"	IND	5	0.01	1	0.01	0	0.00	0	0.00	1	0.06	7	0.01
		Ungrouped Total		49	0.08	4	0.06	0	0.00	2	0.05	2	0.11	57	0.07
			FORMAL	62855	95.06	7099	98.11	1089	94.94	3693	98.66	1810	98.91	76546	95.59
			INFORMAL	3269	4.94	137	1.89	58	5.06	50	1.34	20	1.09	3534	4.41
			TOTAL	66124	82.57	7236	9.04	1147	1.43	3743	4.67	1830	2.29	80080	92.96



Greenway (85876)															

				Ordinary		Absent		Provisional		Pre Poll		Postal		Total	
Candidates			Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%
A		TICKET VOTES	HAN	3457	5.18	299	5.15	20	3.40	180	5.81	113	5.65	4069	5.21
		"McKINNON, Don"	HAN	195	0.29	8	0.14	0	0.00	4	0.13	11	0.55	218	0.28
		"PUTRA, Rick"	HAN	6	0.01	1	0.02	0	0.00	0	0.00	0	0.00	7	0.01
		"DEENEY, Carol"	HAN	6	0.01	2	0.03	0	0.00	0	0.00	2	0.10	10	0.01
		Group Total	HAN	3664	5.50	310	5.34	20	3.40	184	5.94	126	6.30	4304	5.51
B		TICKET VOTES	CTA	1786	2.68	142	2.45	14	2.38	86	2.78	64	3.20	2092	2.68
		"CAPSIS, George"	CTA	166	0.25	7	0.12	1	0.17	9	0.29	7	0.35	190	0.24
		"HUME, Kevin"	CTA	8	0.01	1	0.02	0	0.00	1	0.03	0	0.00	10	0.01
		Group Total	CTA	1960	2.94	150	2.58	15	2.55	96	3.10	71	3.55	2292	2.93
C		TICKET VOTES	UNI	183	0.27	15	0.26	3	0.51	14	0.45	3	0.15	218	0.28
		"NGO, Thang"	UNI	4	0.01	3	0.05	0	0.00	0	0.00	1	0.05	8	0.01
		"McLEOD, Robert"	UNI	1	0.00	1	0.02	0	0.00	0	0.00	0	0.00	2	0.00
		Group Total	UNI	188	0.28	19	0.33	3	0.51	14	0.45	4	0.20	228	0.29
D		TICKET VOTES	CEC	54	0.08	5	0.09	0	0.00	2	0.06	0	0.00	61	0.08
		"BUTLER, Robert"	CEC	1	0.00	1	0.02	0	0.00	0	0.00	0	0.00	2	0.00
		"COLLINS, Glenys"	CEC	1	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00
		Group Total	CEC	56	0.08	6	0.10	0	0.00	2	0.06	0	0.00	64	0.08
E		TICKET VOTES	PLP	1372	2.06	169	2.91	23	3.90	97	3.13	36	1.80	1697	2.17
		"WOLDRING, Klaas"	PLP	12	0.02	3	0.05	0	0.00	0	0.00	2	0.10	17	0.02
		"LEE, Shona"	PLP	1	0.00	1	0.02	0	0.00	0	0.00	0	0.00	2	0.00
		Group Total	PLP	1385	2.08	173	2.98	23	3.90	97	3.13	38	1.90	1716	2.20
F		TICKET VOTES	OCF	51	0.08	2	0.03	0	0.00	1	0.03	0	0.00	54	0.07
		"CALDICOTT, Helen"	OCF	7	0.01	0	0.00	0	0.00	0	0.00	0	0.00	7	0.01
		"POTTS, Ted"	OCF	0	0.00	1	0.02	0	0.00	0	0.00	0	0.00	1	0.00
		Group Total	OCF	58	0.09	3	0.05	0	0.00	1	0.03	0	0.00	62	0.08
G		TICKET VOTES	DEM	3059	4.59	287	4.95	14	2.38	138	4.46	75	3.75	3573	4.57
		"BOURNE, Vicki"	DEM	136	0.20	16	0.28	1	0.17	4	0.13	4	0.20	161	0.21
		"YATES, Joanne"	DEM	6	0.01	0	0.00	0	0.00	0	0.00	0	0.00	6	0.01
		"CHUNG, Craig"	DEM	6	0.01	0	0.00	0	0.00	0	0.00	0	0.00	6	0.01
		"MAYFIELD, E Caroline"	DEM	1	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00
		"PRINCE, Janine"	DEM	2	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00
		"EVANS, Julian"	DEM	10	0.01	1	0.02	0	0.00	0	0.00	1	0.05	12	0.02
		Group Total	DEM	3220	4.83	304	5.24	15	2.55	142	4.59	80	4.00	3761	4.81
H		TICKET VOTES	HMP	585	0.88	94	1.62	14	2.38	21	0.68	3	0.15	717	0.92
		"BALDERSTONE, Michael"	HMP	32	0.05	4	0.07	1	0.17	0	0.00	1	0.05	38	0.05
		"FUGGLE, Don"	HMP	2	0.00	1	0.02	0	0.00	0	0.00	0	0.00	3	0.00
		Group Total	HMP	619	0.93	99	1.71	15	2.55	21	0.68	4	0.20	758	0.97
I		TICKET VOTES	RLS	128	0.19	11	0.19	3	0.51	7	0.23	6	0.30	155	0.20
		"GREENAWAY, Denise"	RLS	5	0.01	1	0.02	0	0.00	0	0.00	0	0.00	6	0.01
		"ARMSTRONG, Valerie"	RLS	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		Group Total	RLS	133	0.20	12	0.21	3	0.51	7	0.23	6	0.30	161	0.21
J		TICKET VOTES	ACL	26023	39.03	1814	31.26	255	43.29	1189	38.39	687	34.37	29968	38.34
	#	"STEPHENS, Ursula"	CLR	115	0.17	4	0.07	1	0.17	6	0.19	5	0.25	131	0.17
	#	"CAMPBELL, George"	ALP	31	0.05	2	0.03	0	0.00	1	0.03	4	0.20	38	0.05
		"MUNDINE, Warren"	CLR	6	0.01	1	0.02	0	0.00	1	0.03	0	0.00	8	0.01
		"WOODS, Joanna"	ALP	37	0.06	2	0.03	0	0.00	1	0.03	2	0.10	42	0.05
		Group Total	ACL	26212	39.31	1823	31.41	256	43.46	1198	38.68	698	34.92	30187	38.62
K		TICKET VOTES	LEF	341	0.51	56	0.97	3	0.51	20	0.65	7	0.35	427	0.55
		"O'LOUGHLIN, David"	LEF	8	0.01	0	0.00	0	0.00	0	0.00	0	0.00	8	0.01
		"FREEMAN, Paul"	LEF	1	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00
		Group Total	LEF	350	0.52	56	0.97	3	0.51	20	0.65	7	0.35	436	0.56
L		TICKET VOTES		51	0.08	2	0.03	0	0.00	3	0.10	1	0.05	57	0.07
		"STEWART, Lex"		0	0.00	0	0.00	0	0.00	1	0.03	0	0.00	1	0.00
		"STEWART, Joe"		0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		Group Total		51	0.08	2	0.03	0	0.00	4	0.13	1	0.05	58	0.07
